prompt,completion,item,response,target,type,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5,score_1,score_2,score_3,score_4,score_5
"AUT Prompt:knife
Response:wind chime
Score:
",27,knife,wind chime,2.7,uses,0.17631501956240248,0.28255407331392285,0.3873229426020851,0.4880990279525541,0.5675246553193312,2.0,2.1879977388142033,2.2182937759746166,2.2145167245497577,2.3244458727444606
"AUT Prompt:fork
Response:poking someone
Score:
",25,fork,poking someone,2.5,uses,0.24308298302678133,0.42188441633672513,0.5261224718791576,0.6108848829609834,0.6764598208765176,2.0,1.8728551519898515,1.7989831960865363,1.8546256782171737,1.9171872373476957
"AUT Prompt:box
Response:hold things
Score:
",10,box,hold things,1.0,uses,0.8436685624764853,0.926697772923741,0.9617329872390845,0.9785701123941308,0.9845716114398857,1.0,1.026879057943119,1.0331857245417653,1.0412176583608177,1.0415759686788846
"AUT Prompt:rope
Response:something to carry your purse with
Score:
",13,rope,something to carry your purse with,1.3,uses,0.16877478262708806,0.2834955056098147,0.39087764614275,0.4868152748142709,0.5742564845649948,1.3,1.1786004849678773,1.3218396713206733,1.4554860401972782,1.5231715421305791
"AUT Prompt:brick
Response:build a fire ring
Score:
",12,brick,build a fire ring,1.2,uses,0.4158101471233222,0.5710087458650126,0.6969558838328449,0.8064422442373578,0.8559146957217398,1.0,1.1358986178982093,1.1474824007498643,1.1681889013813176,1.1989279445438878
"AUT Prompt:lightbulb
Response:you can make as a flashlight.
Score:
",16,lightbulb,you can make as a flashlight.,1.6,uses,0.2350706198457838,0.40847225235129814,0.5241011239052802,0.6289639501130723,0.6887003936693775,2.4,2.272646209253609,2.3669303737486507,2.289082289411318,2.229312721010534
"AUT Prompt:rope
Response:hanger
Score:
",15,rope,hanger,1.5,uses,0.17871991844315657,0.3205227353117016,0.4126202979838455,0.49767470029770633,0.5643433003992228,1.3,1.167276669097456,1.2638612634138902,1.3383989474554208,1.4165570756154156
"AUT Prompt:brick
Response:you could use it to kill bugs by throwing the on them
Score:
",14,brick,you could use it to kill bugs by throwing the on them,1.4,uses,0.12606770185800736,0.2434423311242221,0.3469700693501505,0.4202329720883772,0.49155747865535854,2.0,1.8553563440784813,1.749326337987225,1.8453301111801113,1.8387527566428716
"AUT Prompt:knife
Response:use it as a screw driver
Score:
",17,knife,use it as a screw driver,1.7,uses,0.2717027068382737,0.5152057351349907,0.5958319448307782,0.6589133021306314,0.7178555419917727,2.0,1.8582102187393648,1.8097382754979587,1.8471001548289205,1.8021784307944164
"AUT Prompt:sock
Response:Tear it and make it into confetti.
Score:
",41,sock,Tear it and make it into confetti.,4.1,uses,0.21493721860178505,0.42314948669044067,0.5543718060330204,0.677163291777644,0.7318606645753521,2.7,2.8476161082343285,3.02570878581831,3.075446605521517,3.024965473558244
"AUT Prompt:rope
Response:floatation device
Score:
",21,rope,floatation device,2.1,uses,0.33731397696085086,0.6060790003821942,0.677422317701646,0.7202381641841415,0.7595397385778786,1.0,1.1330346489080763,1.1927450952502063,1.2407338075856056,1.2541492604334494
"AUT Prompt:knife
Response:splint for something
Score:
",27,knife,splint for something,2.7,uses,0.205124534278961,0.4015270056078414,0.512163353621575,0.5926487115652386,0.6712503605749286,1.7,1.8467416651327557,1.7718393292603734,1.7077606321058296,1.624883726475551
"AUT Prompt:brick
Response:use as a self defense
Score:
",17,brick,use as a self defense,1.7,uses,0.22603954887445077,0.3850042352017326,0.5296996259065248,0.6739543824258682,0.7744760074761579,1.0,1.206445373573603,1.2046847231939186,1.225086225738859,1.286726746409173
"AUT Prompt:brick
Response:use for a outside plant stand
Score:
",15,brick,use for a outside plant stand,1.5,uses,0.15306870593309535,0.30023414341094584,0.42768465934998373,0.5169623899123988,0.5831540105845476,1.5,1.7450844461024835,1.7316492297790353,1.7434531864431844,1.8293259726964743
"AUT Prompt:bottle
Response:to make it a rocketship
Score:
",30,bottle,to make it a rocketship,3.0,uses,0.20234360739103338,0.33708970902118596,0.45078953599557364,0.5611292679952498,0.6517728811827269,3.9,3.660159806679206,3.771097949390324,3.7374534703759403,3.732244726687303
"AUT Prompt:book
Response:throwing at someone to get their attention
Score:
",37,book,throwing at someone to get their attention,3.7,uses,0.24931946821135073,0.40686890273057386,0.5083153228981968,0.5849092106333189,0.6557411683460859,3.0,2.8838327774903325,2.807229811840233,2.80628306765093,2.719189850221231
"AUT Prompt:shovel
Response:punch holes in head for makeshift sieve
Score:
",32,shovel,punch holes in head for makeshift sieve,3.2,uses,0.15970984161789453,0.2777427864489735,0.364428082959362,0.4463565717603912,0.5241184472632258,3.7,3.6150055730770427,3.6590095823739177,3.721598174945897,3.6145368270078153
"AUT Prompt:brick
Response:add water to the color to make water-colors
Score:
",30,brick,add water to the color to make water-colors,3.0,uses,0.12289800441640894,0.2175354074653284,0.29443069382978143,0.3691650029635294,0.4435223793011607,3.0,3.2175218373680226,3.08236272957718,3.02520080103393,3.054506221521429
"AUT Prompt:brick
Response:harm
Score:
",17,brick,harm,1.7,uses,0.12625019074201088,0.2520837504448281,0.366350117839102,0.4753545211741179,0.5614468816489815,1.7,1.3505784619732946,1.3971837598273973,1.3748983764304468,1.470751565875034
"AUT Prompt:brick
Response:drum
Score:
",31,brick,drum,3.1,uses,0.10572636339859444,0.1949789390410318,0.28038134549215854,0.3636909946740972,0.441038071051194,2.0,2.0915509911802883,2.1550432572021494,2.0508078082213785,2.006822374827309
"AUT Prompt:brick
Response:weapon if danger
Score:
",12,brick,weapon if danger,1.2,uses,0.12936954242588872,0.24821280206018964,0.3614264562993317,0.4603028260137447,0.5400329099270412,1.7,1.6042408299266673,1.7282089043764925,1.571784375155141,1.5316583186887494
"AUT Prompt:brick
Response:on it to see over something talker than you
Score:
",15,brick,on it to see over something talker than you,1.5,uses,0.1315408801514135,0.2391814994194011,0.32912400856810403,0.4148122387709226,0.48913723208895493,1.7,1.6099925207181336,1.7165731722664184,1.7338067458010553,1.8046453739612336
"AUT Prompt:bottle
Response:fruit fly trap
Score:
",35,bottle,fruit fly trap,3.5,uses,0.1347304180967222,0.25838014421409466,0.3489723408037175,0.41928540939391157,0.48849696096996736,4.5,4.11715409210418,3.95694269910602,3.9306238181725686,3.9829580202293293
"AUT Prompt:book
Response:to make fire with using pages
Score:
",27,book,to make fire with using pages,2.7,uses,0.28918741680508253,0.43802378150745086,0.5334793014270054,0.6057283948389416,0.6583213658045785,3.0,2.898062819198891,2.969981490580782,3.057055459588782,3.0924420816297715
"AUT Prompt:brick
Response:building with it
Score:
",12,brick,building with it,1.2,uses,0.6002544261882539,0.7341256844629735,0.8569752151787063,0.9123470949195269,0.9497567406717763,1.0,1.0364709370910103,1.0742484843699884,1.1000880599593823,1.111901189525437
"AUT Prompt:box
Response:to use as a punching bag tied by a rope to a tree
Score:
",30,box,to use as a punching bag tied by a rope to a tree,3.0,uses,0.12246429020804182,0.22472148723137253,0.30432195576884274,0.3771623799991778,0.4478999674671052,2.0,2.4550396950606115,2.5191131366136355,2.457483617125343,2.3378529685121316
"AUT Prompt:brick
Response:vase for flowers...could put flowers in the holes
Score:
",34,brick,vase for flowers...could put flowers in the holes,3.4,uses,0.1316712491083751,0.24327509145481668,0.3447198682037447,0.43688049323816885,0.5166492157365628,2.0,2.2293778653602305,2.4561579195928704,2.4021210048242203,2.386353900477673
"AUT Prompt:rope
Response:stairs
Score:
",19,rope,stairs,1.9,uses,0.130095016415077,0.23078085690190336,0.3252712414947126,0.41689394345632036,0.48964659691040613,1.3,1.4745133315448677,1.627165736880636,1.48933063446983,1.6097814816490084
"AUT Prompt:box
Response:you could make it an animal carrier
Score:
",17,box,you could make it an animal carrier,1.7,uses,0.1668820339007224,0.3281540175322627,0.47866566589939596,0.6046929821358501,0.6950278282734567,1.0,1.1474356323695027,1.3211839910380532,1.358451997076405,1.44183591031907
"AUT Prompt:sock
Response:Use it as gloves or for a sock puppet
Score:
",27,sock,Use it as gloves or for a sock puppet,2.7,uses,0.2568857873663138,0.4634706487474595,0.6211675081853046,0.7071096481725447,0.7569173027693523,2.7,2.8337203522635876,2.7236110234191693,2.7936653668161697,2.7480198981900203
"AUT Prompt:knife
Response:stab it in something wall and use as a handle or something to pull on
Score:
",17,knife,stab it in something wall and use as a handle or something to pull on,1.7,uses,0.1873704698068274,0.3742357590693388,0.5503830066052735,0.6774724324251545,0.7969756957291741,1.0,1.3495275352869796,1.557707898564962,1.546882271804565,1.5098632795182791
"AUT Prompt:brick
Response:flatten somtething
Score:
",25,brick,flatten somtething,2.5,uses,0.19586970719718894,0.3404253173666895,0.4801749913229031,0.5981135121770278,0.7018809041962615,1.0,1.2123161862456198,1.237835600219372,1.3289671071856097,1.309900367673384
"AUT Prompt:paperclip
Response:make into jewlery
Score:
",15,paperclip,make into jewlery,1.5,uses,0.3123304553235531,0.4982298575174702,0.6138610416720092,0.7153129096586678,0.7765649572532773,2.0,2.1865598773226864,2.189091553377787,2.204821549206733,2.2675417477674196
"AUT Prompt:pants
Response:turn into a skirt
Score:
",30,pants,turn into a skirt,3.0,uses,0.1949357035839914,0.36048343804590277,0.5004900260931029,0.5717955842560963,0.6417914989606072,2.0,1.7703809426595194,1.7506926469261859,1.7568415022676318,1.707016849124059
"AUT Prompt:sock
Response:put it on your feet
Score:
",19,sock,put it on your feet,1.9,uses,0.1666815622036006,0.31451078078650657,0.41622758056576714,0.5174558721590778,0.6062180096070725,1.9,1.6179825412409234,1.6135880065384443,1.7674313521641174,1.8014839371387592
"AUT Prompt:bottle
Response:christen a boat
Score:
",32,bottle,christen a boat,3.2,uses,0.1436233688333111,0.27658027726671386,0.37193162618657527,0.45356512308813957,0.5249728282519159,3.3,3.1557848270158586,3.295304155820295,3.188160203417674,3.2305771877915723
"AUT Prompt:brick
Response:used to hold something
Score:
",15,brick,used to hold something,1.5,uses,0.3158566208025727,0.4897875529937025,0.6560298723290557,0.7777279956064457,0.8483091291822259,1.0,1.0710230103349998,1.1290472977065413,1.187093617176613,1.2297685250286907
"AUT Prompt:backpack
Response:One surprising use for a backpack would be like a pretend roller coaster! For example, someone could be standing on the back of the backpack and another person could be holding the straps of it and be moving you in the air or on the floor! 
Score:
",43,backpack,"One surprising use for a backpack would be like a pretend roller coaster! For example, someone could be standing on the back of the backpack and another person could be holding the straps of it and be moving you in the air or on the floor! ",4.3,uses,0.21391594959759563,0.40613182259911285,0.4971660971464743,0.5707123411861764,0.6159549935826236,3.0,2.8580146674264055,2.9389449930104474,2.8694925261204918,2.864388214545496
"AUT Prompt:brick
Response:slide it in front of someone to make them fall
Score:
",26,brick,slide it in front of someone to make them fall,2.6,uses,0.13209813310384658,0.23379350341106786,0.33396342691712444,0.40945806077373254,0.4829365337749145,2.0,1.782510273332071,1.7577619113798852,1.8393004272286946,1.8333208933166787
"AUT Prompt:spoon
Response:For you to launch cheeseballs in your mouth.
Score:
",27,spoon,For you to launch cheeseballs in your mouth.,2.7,uses,0.3181552842937404,0.5273643107972258,0.638699255655877,0.7472249087392051,0.8390149931632008,2.7,2.938024100857967,3.0534165168911613,2.9585154323559872,2.9630539352401617
"AUT Prompt:shoe
Response:flattening meat before cooking
Score:
",47,shoe,flattening meat before cooking,4.7,uses,0.12875722815557045,0.25636025334134765,0.3707485393852809,0.46689673245024743,0.5625253267589351,3.5,3.599549773042135,3.4145686776343673,3.5351267366160446,3.699153971434193
"AUT Prompt:pants
Response:hold things in pockets
Score:
",12,pants,hold things in pockets,1.2,uses,0.2436267348974209,0.3974690544685239,0.528261892051275,0.6152259998055637,0.6884180256866184,1.5,1.6935274178474262,1.695129970291509,1.596871187894843,1.5653080927157663
"AUT Prompt:knife
Response:to pick a lock
Score:
",20,knife,to pick a lock,2.0,uses,0.21769061967055117,0.4168369492413209,0.5886113820523723,0.7500293183247323,0.8526571622270156,1.0,1.3344291597788132,1.32438169964893,1.3621774803227404,1.4389473157110122
"AUT Prompt:rope
Response:tight
Score:
",10,rope,tight,1.0,uses,0.22652385942095724,0.4313609081869318,0.5247339506499862,0.5869770626725157,0.6446038362627734,1.0,1.1424587009705627,1.2416696007507206,1.2796669955381794,1.344063861679059
"AUT Prompt:rope
Response:prop
Score:
",13,rope,prop,1.3,uses,0.28183183942661527,0.5405825728293165,0.6136881953292834,0.6653023050331602,0.7160129059083951,1.0,1.1435954910912745,1.209877192931303,1.2401428950184534,1.2939586992518208
"AUT Prompt:rope
Response:you can tie it to things and pull them around
Score:
",13,rope,you can tie it to things and pull them around,1.3,uses,0.365633870534272,0.6705903813593634,0.7319368297772458,0.7912500654117314,0.8380724447203505,1.0,1.1364274761324087,1.1585185058251422,1.1991087324294134,1.2215061792252766
"AUT Prompt:rope
Response:I can make a blanket
Score:
",19,rope,I can make a blanket,1.9,uses,0.13180272260934991,0.24078046672786518,0.3330690256957979,0.4198471685032147,0.49452900268958605,1.3,1.4357806290512147,1.5644090318285795,1.592434306933621,1.714389716740075
"AUT Prompt:paperclip
Response:To unscrew small screws
Score:
",30,paperclip,To unscrew small screws,3.0,uses,0.4245088183280393,0.5444573297213635,0.6384742791402204,0.725147232543236,0.8076688326858401,2.0,2.0440616756706023,2.1111997449352233,2.0620512482815077,2.0046250279133146
"AUT Prompt:table
Response:display things for sale
Score:
",18,table,display things for sale,1.8,uses,0.1839429175888439,0.36336795090196927,0.48593541172268495,0.5666038644896055,0.6416256675665896,1.5,1.7468916601859743,1.936848133221505,1.9031276211580672,1.8910694687533156
"AUT Prompt:brick
Response:fish tank decoration
Score:
",33,brick,fish tank decoration,3.3,uses,0.11183626466192345,0.20652824190320007,0.2991446092262742,0.3703916281767666,0.44062824477324364,2.0,2.229247042362513,2.4678752403585666,2.4355834456168206,2.398031190756761
"AUT Prompt:brick
Response:use multiple and create a bed post
Score:
",14,brick,use multiple and create a bed post,1.4,uses,0.19380313561740267,0.33066250243029993,0.4623785537180403,0.572064503331499,0.6679765584403234,1.5,1.5827788853026934,1.4167648413365646,1.3943766972918288,1.3664669326946168
"AUT Prompt:rope
Response:hose
Score:
",13,rope,hose,1.3,uses,0.1637978882324599,0.27993799496960936,0.36874705560560556,0.44625543711206617,0.5171237692884486,1.3,1.1755366093662012,1.277764395116647,1.351100864831618,1.4400281240124455
"AUT Prompt:box
Response:frisbee
Score:
",29,box,frisbee,2.9,uses,0.1327234020686277,0.2521319129679662,0.3455882439601894,0.43156003910094487,0.5174485679212566,2.0,1.8579213838973534,1.7070444763855437,1.6657988009381017,1.654877208801095
"AUT Prompt:rope
Response:as a workout where you grab 2 ends of the and roll it in a wave motion
Score:
",20,rope,as a workout where you grab 2 ends of the and roll it in a wave motion,2.0,uses,0.11707328180966782,0.20164670571132567,0.28589458345946517,0.36517321105212497,0.4370985756800392,2.7,2.3644689092110163,2.286534783765955,2.0723593695726548,2.1262732304763263
"AUT Prompt:paperclip
Response:make paper clip robots? buildin
Score:
",32,paperclip,make paper clip robots? buildin,3.2,uses,0.2130800632705652,0.33084567160653483,0.44201157148092557,0.5364800179535467,0.6050533544922398,2.0,2.177976649602394,2.384715502973464,2.352189060195826,2.346274246300695
"AUT Prompt:brick
Response:hold down a balloon
Score:
",17,brick,hold down a balloon,1.7,uses,0.12220365777503768,0.212001125780658,0.3014524379347837,0.38209158917575853,0.4544254298648125,2.0,2.084714142601797,2.14859686507844,2.222759320746779,2.3464777567658186
"AUT Prompt:shovel
Response:reach high places
Score:
",25,shovel,reach high places,2.5,uses,0.21538746715619136,0.3719946545447472,0.473187724821448,0.5421344894008779,0.6070821860461875,2.0,2.210496556167204,2.379334996567609,2.356527800141379,2.350480265721831
"AUT Prompt:box
Response:use as a floatation device after a serious and horrible boat crash
Score:
",23,box,use as a floatation device after a serious and horrible boat crash,2.3,uses,0.1518154106105115,0.2922333671483103,0.3670748173801676,0.4334129894373825,0.4858034423803341,3.0,2.8558501810645023,2.6813542317394705,2.7760441243303897,2.7247061445657788
"AUT Prompt:rope
Response:Ring Object
Score:
",20,rope,Ring Object,2.0,uses,0.2505642761384739,0.445573718348656,0.5251361867356575,0.5992945817618769,0.6609862496204935,1.3,1.1687022365684572,1.2491982347015762,1.2926074305771906,1.349297052599037
"AUT Prompt:box
Response:lamp
Score:
",20,box,lamp,2.0,uses,0.2014278351410576,0.35070060148863325,0.4517622062450772,0.5509632741082027,0.6171271596844231,2.0,1.872307518965792,1.7890203497217998,1.7909972383522157,1.8455688123805984
"AUT Prompt:shovel
Response:fire sta
Score:
",20,shovel,fire sta,2.0,uses,0.2156106595161376,0.3153779699583893,0.4022860126397131,0.48526994300393533,0.5462936531140252,3.0,2.905097387948105,3.0336174457551888,2.942365816434055,2.8370988815686657
"AUT Prompt:rope
Response:ladder
Score:
",15,rope,ladder,1.5,uses,0.15933681243995063,0.2966219664730279,0.3848318732978651,0.4728956933050358,0.54659460106342,1.3,1.1611513951591705,1.353429536361579,1.4179687558168275,1.442512547226584
"AUT Prompt:paperclip
Response:Scratch graffitti
Score:
",27,paperclip,Scratch graffitti,2.7,uses,0.24807007803786096,0.4335695951698665,0.5836845669419413,0.6726237303673049,0.7549260900490493,2.0,2.2139212703087834,2.21034092705869,2.22219629668197,2.3069927833792496
"AUT Prompt:brick
Response:use as a door stop
Score:
",13,brick,use as a door stop,1.3,uses,0.18000682718601707,0.34415581521005545,0.5041796511850891,0.664089990516194,0.7786604017174382,1.0,1.2384806253002727,1.226267087413939,1.244021691819801,1.3111133561086583
"AUT Prompt:pencil
Response:make it into a phone case
Score:
",39,pencil,make it into a phone case,3.9,uses,0.17363635161028035,0.3122567955404736,0.43451894175800054,0.5550256087316245,0.6647172073169482,3.0,3.3995378205340074,3.371530508541886,3.225728401247382,3.3700006544842305
"AUT Prompt:hat
Response:Cut the hat until it looks like a headband then you will have a basketball headband. 
Score:
",32,hat,Cut the hat until it looks like a headband then you will have a basketball headband. ,3.2,uses,0.19205847423769043,0.32861521056041787,0.4444590391756197,0.5508431231468884,0.6336367658074858,3.3,3.175334374124213,3.2860192463994364,3.1728416136070368,3.26785518423524
"AUT Prompt:rope
Response:hang a hammock
Score:
",25,rope,hang a hammock,2.5,uses,0.2177896696606515,0.4151272916397916,0.5116367752222524,0.577351930904437,0.633347069657278,1.3,1.1573900396673718,1.259741961175855,1.3439993606273675,1.3666327507688008
"AUT Prompt:brick
Response:be a part of buiding a wall
Score:
",12,brick,be a part of buiding a wall,1.2,uses,0.6665953892160708,0.8026222781553316,0.9111731663864737,0.9428756041499374,0.9691996412243762,1.0,1.0338956175629441,1.065597458817003,1.0802034359634372,1.0888893003095503
"AUT Prompt:paperclip
Response:To weap headphone cords in
Score:
",27,paperclip,To weap headphone cords in,2.7,uses,0.26991696616604444,0.4800018544541965,0.5869682023108718,0.6907870238134532,0.7744574830521198,2.5,2.281162420167067,2.266371759217631,2.3766292144873837,2.3683503848452587
"AUT Prompt:toothbrush
Response:a two-teeth toothbrush
Score:
",19,toothbrush,a two-teeth toothbrush,1.9,uses,0.24742511708138487,0.44271241149142826,0.5484916724455704,0.6259428583782866,0.6896408656443928,2.4,2.2676653583629034,2.351043176431389,2.2952332435375493,2.231018701730903
"AUT Prompt:knife
Response:play fetch with the dog
Score:
",22,knife,play fetch with the dog,2.2,uses,0.24250379966638297,0.34025458950097764,0.43088148048449243,0.5093014477141891,0.5793232656989519,2.0,2.1436436022478893,2.050332466361416,2.1965580410211554,2.2090608946996886
"AUT Prompt:paperclip
Response:to paint 
Score:
",25,paperclip,to paint ,2.5,uses,0.25046862895805283,0.3982841739706523,0.532996566343381,0.663125737182839,0.7192460303403355,2.0,2.074226170494784,2.1818385169979586,2.2050260588863786,2.1734232690171407
"AUT Prompt:rope
Response:fish
Score:
",13,rope,fish,1.3,uses,0.2655983695874946,0.505292625855081,0.5919572330545599,0.6425402698546256,0.6915580101279557,1.0,1.1423101648447553,1.2239579052625447,1.2535612655636539,1.2993809444960953
"AUT Prompt:table
Response:weapon
Score:
",38,table,weapon,3.8,uses,0.14668497778452746,0.2737805803005959,0.36832734522157584,0.44660612691669604,0.5148348393028482,3.0,3.232112157802654,3.0441846607608074,2.9838577769616297,2.9594919446079784
"AUT Prompt:box
Response:a race car
Score:
",13,box,a race car,1.3,uses,0.1509141570771876,0.27539037525199644,0.3605604024918493,0.44024478227965497,0.5150259794746506,2.0,1.8644002521211134,1.849187901598145,1.8583848999723287,1.9225069194346156
"AUT Prompt:toothbrush
Response:I can use the toothbrush and make it a hand brush
Score:
",27,toothbrush,I can use the toothbrush and make it a hand brush,2.7,uses,0.2411056161993884,0.3982592960257859,0.552317361361284,0.69693955471887,0.784284632021408,2.7,2.5816195769480124,2.6983185675261394,2.8231737115307074,2.90968815978926
"AUT Prompt:brick
Response:window breaker
Score:
",17,brick,window breaker,1.7,uses,0.14871793809610762,0.2866757295002125,0.42341300382010866,0.5467640197357274,0.6686412195583957,1.5,1.2593835522026595,1.2725002546049418,1.2561440575311418,1.3370483120257772
"AUT Prompt:knife
Response:make a light shine in someone's eye
Score:
",25,knife,make a light shine in someone's eye,2.5,uses,0.31649241592730476,0.5161100643624001,0.5873151240543418,0.6401562019658283,0.6885921021921312,2.0,1.8839679776357188,1.9222831479682496,1.9534614221853859,1.9919052090667344
"AUT Prompt:box
Response:patching material
Score:
",24,box,patching material,2.4,uses,0.18140445184664653,0.32168403854171657,0.42651480259980684,0.5076302712933465,0.5776765801898449,2.0,1.8691763626218483,1.7784385032792556,1.7818838669841846,1.7234529259411522
"AUT Prompt:brick
Response:hot stone
Score:
",27,brick,hot stone,2.7,uses,0.13362899673500464,0.23973740372778676,0.33218721153821185,0.4211408643334247,0.49366970455947967,1.7,1.8327807909940466,1.7401657862563888,1.7528040085838472,1.818505035630052
"AUT Prompt:paperclip
Response:paint applicatior
Score:
",30,paperclip,paint applicatior,3.0,uses,0.1917343996120347,0.346394990383624,0.4454351755931382,0.5410791386517773,0.6293144359413113,2.5,2.723243111282162,2.562433782298413,2.498368101681476,2.4705551874608687
"AUT Prompt:book
Response:fan when it's hot
Score:
",27,book,fan when it's hot,2.7,uses,0.293621956887168,0.46542473481804125,0.5396690178846174,0.6109580778503669,0.6698960032974599,3.0,2.889260648342182,2.945767595527326,3.0104376744571786,3.071105856882385
"AUT Prompt:bottle
Response:for medicine
Score:
",18,bottle,for medicine,1.8,uses,0.19489360201914996,0.34200870281142026,0.4175117698896168,0.4842400384064868,0.5446750487814074,2.0,1.8709549497574736,1.8038712446395737,1.8722377781372457,1.864222557170262
"AUT Prompt:brick
Response:ankle weight
Score:
",14,brick,ankle weight,1.4,uses,0.16278400168347673,0.2677356213594659,0.37168644929105304,0.4690168690318398,0.5574480186641977,1.7,1.5432011113902853,1.5311189079493193,1.6284211512396627,1.528731129934036
"AUT Prompt:knife
Response:use it to eat
Score:
",10,knife,use it to eat,1.0,uses,0.7362682327327876,0.8819621230451795,0.916887136101513,0.9495073932064921,0.981626699097695,1.0,1.0495578732370103,1.0667155980418421,1.0884720373916046,1.0921212868972816
"AUT Prompt:brick
Response:stove to cook eggs on
Score:
",30,brick,stove to cook eggs on,3.0,uses,0.13246517477354372,0.2643054928802449,0.37798387808928724,0.46542269198368735,0.5338041139449117,2.0,1.8503546218393156,1.74498571599458,1.7553212321254785,1.8507161377122263
"AUT Prompt:brick
Response:use as a hat
Score:
",33,brick,use as a hat,3.3,uses,0.10715901780870318,0.20257708833029364,0.2933505507674753,0.3795183267252509,0.45486236330333557,1.7,1.8413063115499249,1.735693570854552,1.7502940304082772,1.8413480942779017
"AUT Prompt:rope
Response:tug of war
Score:
",11,rope,tug of war,1.1,uses,0.5060831475362899,0.7840562843853042,0.825269331302888,0.8598022584514955,0.8891439750755943,1.0,1.1063596360560812,1.1110359333159197,1.134690969119825,1.1434461568285859
"AUT Prompt:knife
Response:using it as a spoon or fork because you don't have one
Score:
",17,knife,using it as a spoon or fork because you don't have one,1.7,uses,0.25197694090568784,0.499890288186365,0.5735204522048469,0.6282123336619961,0.682849113478529,1.7,1.8487806543592533,1.7783266549677736,1.7540956623491974,1.7977750850919128
"AUT Prompt:brick
Response:tie it to something to sink something in the water
Score:
",25,brick,tie it to something to sink something in the water,2.5,uses,0.12772873776911012,0.24374304004433017,0.35319063819188645,0.42486661779605117,0.493174664857352,2.0,1.857209089226769,1.7465162434240284,1.7555390766731536,1.8170999390428801
"AUT Prompt:brick
Response:to harm someone- lethal weapon
Score:
",17,brick,to harm someone- lethal weapon,1.7,uses,0.14067348264019697,0.2561614422796609,0.36944830148219837,0.46730971000317156,0.5502620543978749,1.7,1.609831894596079,1.7294722314033781,1.5767102011823766,1.5349959675321474
"AUT Prompt:bottle
Response:you can use the bottles as a ball, so you could play. you could also use an empty bottle to represent an oxygen tank.
Score:
",30,bottle,"you can use the bottles as a ball, so you could play. you could also use an empty bottle to represent an oxygen tank.",3.0,uses,0.15909287942221556,0.29365575671682675,0.42025613262722783,0.5219645512874935,0.6216546816768675,3.0,3.1374700214963305,3.427428091451928,3.519512010566992,3.5324192698507333
"AUT Prompt:shovel
Response:a divider
Score:
",25,shovel,a divider,2.5,uses,0.19268853537741748,0.37666758290311947,0.45762348428081373,0.5328386873489781,0.6050505820572956,3.5,3.255780619468623,3.387436779703389,3.431558024358531,3.415856768158247
"AUT Prompt:rope
Response:climbing rocks
Score:
",22,rope,climbing rocks,2.2,uses,0.18635632725956197,0.36539031777871056,0.461021283705945,0.5464980396759493,0.6090782612559384,1.0,1.146994034987738,1.2617056469387746,1.377180912482392,1.3898000555384176
"AUT Prompt:box
Response:bookbag/purse
Score:
",20,box,bookbag/purse,2.0,uses,0.2955823502237716,0.5081179874679578,0.6421180650581645,0.7316012633417127,0.810359319979324,1.0,1.1254840268320092,1.2036396997435581,1.2643502389313275,1.258096100011167
"AUT Prompt:pencil
Response:A crowbar
Score:
",36,pencil,A crowbar,3.6,uses,0.14573725526653394,0.26971490174037577,0.38319590820366684,0.48625975613211664,0.5518888091306346,3.7,3.8838647337226946,3.8886430891735273,3.827464537847771,3.7290648002369453
"AUT Prompt:paperclip
Response:replacement button
Score:
",27,paperclip,replacement button,2.7,uses,0.22801934662708406,0.4121187005740232,0.5301768953523872,0.6321100833447195,0.7303046298238078,2.5,2.2766428049849297,2.259576215930239,2.266094898813988,2.364773553756976
"AUT Prompt:brick
Response:Can Opener
Score:
",28,brick,Can Opener,2.8,uses,0.09885138681250882,0.19105394525229108,0.28315104743777286,0.3579374645425054,0.43038936349750034,2.3,2.1552201186141016,2.1697851267578807,2.2387792659325436,2.1649150078092685
"AUT Prompt:brick
Response:used to lift something off ground
Score:
",12,brick,used to lift something off ground,1.2,uses,0.15341027661772544,0.2815162680050105,0.4072883227166092,0.5120681828356187,0.6132185384157556,1.5,1.272471423596371,1.4044937392462675,1.383112134708946,1.4848677455038635
"AUT Prompt:brick
Response:use a to way down something
Score:
",10,brick,use a to way down something,1.0,uses,0.16197016943428683,0.3010284151076774,0.4179381895842271,0.5245253309087233,0.6246216465618916,1.5,1.5923887837124278,1.4266799759694582,1.4009377368325076,1.49693813278416
"AUT Prompt:hat
Response:You could use the hat for storage.
Score:
",27,hat,You could use the hat for storage.,2.7,uses,0.2447788081759218,0.42203386227824147,0.5920220718155469,0.6709441551596085,0.7416077332642335,3.0,2.873999408617034,2.737899228187181,2.662864166528249,2.723573212176435
"AUT Prompt:paperclip
Response:use as a necklace
Score:
",22,paperclip,use as a necklace,2.2,uses,0.35196318391663456,0.4812704628328286,0.6032739806619087,0.7142359893862589,0.7960853080013498,2.0,2.053735805083517,2.143986343655122,2.16822425514896,2.1200838914745987
"AUT Prompt:brick
Response:Use as a paper-weight
Score:
",15,brick,Use as a paper-weight,1.5,uses,0.13928804832150044,0.2706168715292139,0.39308064738831694,0.5134118038291974,0.6105938008991428,1.0,1.3397060047509837,1.3896453951436714,1.3686347094002127,1.3417948400620543
