prompt,completion,item,response,target,type,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5,score_1,score_2,score_3,score_4,score_5
"AUT Prompt:knife
Response:to break into rooms
Score:
",13,knife,to break into rooms,1.3,uses,0.47357915988581845,0.611398538739793,0.740867863544056,0.8385964371490914,0.9057642380193666,1.7,1.6098333606501276,1.5906395856949944,1.5218074732895628,1.5572682908660829
"AUT Prompt:brick
Response:cover a hole in the ground
Score:
",25,brick,cover a hole in the ground,2.5,uses,0.21199942851451667,0.35103204811474487,0.4796161884919412,0.6042442107720916,0.6872643715286256,1.0,1.2772477163918292,1.2833475580977018,1.328033075766042,1.4092053355019787
"AUT Prompt:rope
Response:confine items on top of car
Score:
",10,rope,confine items on top of car,1.0,uses,0.1344382356378539,0.26679219962061457,0.35495894707901016,0.4377839413472038,0.5143845390007816,2.3,2.151171851158724,2.2874929474295462,2.1763442838816864,2.2245421191759194
"AUT Prompt:brick
Response:chisel them into mini statues
Score:
",27,brick,chisel them into mini statues,2.7,uses,0.14706801678470413,0.25466528714230724,0.3526337166591137,0.44183498682229555,0.5205548314479153,3.0,2.8732486022359094,2.769552960971567,2.6141892989170943,2.5666766618237227
"AUT Prompt:hat
Response:A surprising way to use a hat can be to cut it and make it into a skirt!
Score:
",36,hat,A surprising way to use a hat can be to cut it and make it into a skirt!,3.6,uses,0.24267358748608597,0.4742343423199662,0.6662049507050858,0.7773090150770184,0.8833252539169864,3.6,3.4535149814112494,3.5821720869500324,3.4560795003023568,3.4013410752209294
"AUT Prompt:spoon
Response:you use a spoon to put it all over your face
Score:
",24,spoon,you use a spoon to put it all over your face,2.4,uses,0.3510139895649901,0.6656608962589383,0.7988907525051804,0.8553038230544451,0.8978866427748298,2.1,2.24180504298613,2.3182175537884944,2.3631857162129615,2.4076147029664585
"AUT Prompt:brick
Response:break into pieces to make a puzzle
Score:
",50,brick,break into pieces to make a puzzle,5.0,uses,0.11530053634307884,0.2219361005431672,0.32529083334302866,0.422383619438815,0.5179711214090448,2.3,2.6363350746335343,2.434152182069285,2.4492885363382206,2.4955553677042968
"AUT Prompt:brick
Response:a step stool
Score:
",18,brick,a step stool,1.8,uses,0.1690849377632814,0.2987268435771774,0.4263588379375487,0.5462580006726174,0.6396355625002947,1.7,1.5264074239041026,1.3688255389266712,1.3976172601198624,1.4855564474239724
"AUT Prompt:box
Response:to bury a dead animal in
Score:
",12,box,to bury a dead animal in,1.2,uses,0.17389427141480548,0.322633923914988,0.4384725049236128,0.5345060615884618,0.6219456099719834,1.7,1.838305033793695,1.6960920316914885,1.7147609532989065,1.6845676366072477
"AUT Prompt:knife
Response:use it to hold thing to the wall
Score:
",17,knife,use it to hold thing to the wall,1.7,uses,0.2370876914889406,0.4598109659059427,0.5497992944414716,0.6317345999763412,0.7099178146959358,1.7,1.8453140252830955,1.9197346934923698,1.9949944864208684,2.0726367096552067
"AUT Prompt:fork
Response:point
Score:
",20,fork,point,2.0,uses,0.21576996837477538,0.36176723196239424,0.5010787940909609,0.6030013102371913,0.6775694159913399,1.7,1.8210700561206123,1.954223722607389,1.995766147434054,2.073268737064605
"AUT Prompt:box
Response:storing letters
Score:
",10,box,storing letters,1.0,uses,0.22332945970949605,0.4084760847561648,0.585144228557394,0.712393493506446,0.7697492308239862,1.3,1.1640214455953841,1.3258453715655296,1.3569532475606956,1.3452583099397906
"AUT Prompt:rope
Response:dragging
Score:
",22,rope,dragging,2.2,uses,0.33300062903815797,0.5654725340302512,0.6608788211477724,0.7317787534697882,0.7973504717349137,1.0,1.1233332607696505,1.2065824597658965,1.2350108387616652,1.23213165208418
"AUT Prompt:box
Response:gut it with volatile chemicals and use it to impair animals or mess with memory or consiousness
Score:
",22,box,gut it with volatile chemicals and use it to impair animals or mess with memory or consiousness,2.2,uses,0.14490895939405726,0.2688561483020257,0.3908817141587569,0.4889320108918215,0.5430805275018676,3.3,3.1616949736607145,3.017562904102517,3.1343646859636114,3.2107033032033807
"AUT Prompt:lightbulb
Response:paint a lightbulb on the lightbulb
Score:
",24,lightbulb,paint a lightbulb on the lightbulb,2.4,uses,0.22439448102472787,0.4133535790325724,0.5473456436577293,0.6637599668238094,0.7476100582801376,2.4,2.5371410150482485,2.65045045989837,2.7643724706451285,2.8580943835378205
"AUT Prompt:rope
Response:erotic
Score:
",38,rope,erotic,3.8,uses,0.16442633839119433,0.2510729298916334,0.3337516850848615,0.41264430442427447,0.48910965304292464,1.7,1.8035315812873616,1.9265193973383108,1.9596867984191424,1.8565541354131763
"AUT Prompt:box
Response:Wings
Score:
",21,box,Wings,2.1,uses,0.17131805145765566,0.27852613789566394,0.3792388147347652,0.46273255640427285,0.531951299434127,2.7,2.5845263637574636,2.694861752531752,2.8040506475190985,2.7124379361628748
"AUT Prompt:brick
Response:file your nails
Score:
",26,brick,file your nails,2.6,uses,0.11643333517734168,0.22581233118987626,0.3208424497644798,0.4158725683390833,0.509429381483982,2.7,2.8453140252830953,2.654178879713912,2.6189478057351003,2.505277910922752
"AUT Prompt:brick
Response:for paperweight
Score:
",10,brick,for paperweight,1.0,uses,0.17640362248342073,0.32966574567632323,0.4692124968505642,0.6044658458518394,0.6891052289023065,1.7,1.5140393714506448,1.3611608254974414,1.3922270361905866,1.3686167411784476
"AUT Prompt:rope
Response:do any experiment on how you get along with a person you're tied to for 4 hours using
Score:
",33,rope,do any experiment on how you get along with a person you're tied to for 4 hours using,3.3,uses,0.09871784978582704,0.16982164962585816,0.23661748801125812,0.30237775290847346,0.3671184993963138,2.7,2.825609072806706,2.5078557133899277,2.4626518363141607,2.381063942224916
"AUT Prompt:rope
Response:splint
Score:
",30,rope,splint,3.0,uses,0.11781698889961205,0.22017816273914725,0.3050385564232478,0.38858331164812104,0.4516462014303334,2.7,2.514039371450645,2.649231495152055,2.509647821018685,2.466412017537195
"AUT Prompt:sock
Response:A floor cleaner.
Score:
",33,sock,A floor cleaner.,3.3,uses,0.3598104190470143,0.54073445982681,0.6954869927053858,0.8035216502657149,0.8364703592452152,2.7,2.8003768323759557,2.7112891433667574,2.7904421764896212,2.763245542336491
"AUT Prompt:box
Response:can tear it apart and wrap it around yourself as a blanket
Score:
",22,box,can tear it apart and wrap it around yourself as a blanket,2.2,uses,0.15639065551537806,0.2987859677851454,0.4132038155814063,0.5276216633776671,0.6038403816375905,2.0,1.8570261046808971,1.8412353401241572,1.8539788007819895,1.8219207615228434
"AUT Prompt:paperclip
Response:to clean deep edges
Score:
",25,paperclip,to clean deep edges,2.5,uses,0.24750103875309434,0.46253366766247617,0.6103232881021319,0.6869955408080325,0.7601567154348771,2.5,2.3605295285879833,2.442732212146828,2.5049261771977247,2.485203086509777
"AUT Prompt:brick
Response:cooking utensils (spatula, etc.)
Score:
",23,brick,"cooking utensils (spatula, etc.)",2.3,uses,0.1529820017699227,0.2548899848015863,0.35366258881432605,0.4368374604818541,0.4996211475068578,3.0,3.1999058203698976,3.2278606085812527,3.127354717148179,3.21188106501826
"AUT Prompt:ball
Response:Cut out the ends and make 1 small cut and 1 cut a little bit bigger than that. Then attach a small piece of glass on the small cut and attach a slightly bigger glass to the slightly bigger hole. Now you can use it as a telescope.
Score:
",50,ball,Cut out the ends and make 1 small cut and 1 cut a little bit bigger than that. Then attach a small piece of glass on the small cut and attach a slightly bigger glass to the slightly bigger hole. Now you can use it as a telescope.,5.0,uses,0.18595544071831976,0.33537483503578763,0.4824776963608409,0.6185256030780244,0.6891063414005634,3.9,3.7663411394881283,3.9595377000511185,3.9904331096924164,4.0631094906778955
"AUT Prompt:brick
Response:building houses
Score:
",10,brick,building houses,1.0,uses,0.8171934755328467,0.8773229881168728,0.9271721049110252,0.9740010163971666,0.9832944982554904,1.0,1.013707497329596,1.0290999237489356,1.032508722445474,1.0369271563069322
"AUT Prompt:bottle
Response:break
Score:
",22,bottle,break,2.2,uses,0.18429303622822835,0.30899194215215736,0.41399894891251565,0.5173779729286913,0.6129879406015007,2.3,2.4614267414941495,2.5980308704307733,2.578442994180026,2.6130000494841585
"AUT Prompt:knife
Response:scrape gum off of bottoms of chairs
Score:
",17,knife,scrape gum off of bottoms of chairs,1.7,uses,0.3465795517926495,0.47608688142067757,0.5817876832751174,0.6750683135123686,0.7573881807678817,1.7,1.6455950858206516,1.7099843547701568,1.6533329044874554,1.5823227153443682
"AUT Prompt:rope
Response:stress reliever
Score:
",20,rope,stress reliever,2.0,uses,0.17633603756538244,0.32716424333283844,0.4666575304363997,0.5305221982426612,0.5914622899833039,1.3,1.4844067117249262,1.3396078386619608,1.4191063519106406,1.509867404030853
"AUT Prompt:brick
Response:stacks
Score:
",10,brick,stacks,1.0,uses,0.37377474466771116,0.5449012840079289,0.658896134811214,0.742296549278338,0.8052504849404202,1.0,1.0942151602662005,1.112516871849558,1.1560523746323508,1.1751240341960814
"AUT Prompt:paperclip
Response:chain link
Score:
",20,paperclip,chain link,2.0,uses,0.2280543502832532,0.3579958021798205,0.4674174752623208,0.5655024290937994,0.654809795852843,2.0,2.0725938411039238,2.008780064888482,2.0939809096199964,2.1220791796526983
"AUT Prompt:spoon
Response:make into a beautiful princess
Score:
",33,spoon,make into a beautiful princess,3.3,uses,0.41701015706914923,0.5854974744149399,0.7068543365642905,0.7889684969585243,0.8673223761771653,3.6,3.6863303385795914,3.6200028999293634,3.5242509580214327,3.476890141128733
"AUT Prompt:knife
Response:if you're stuck in you're car by your seat belt during an accident, cut the seat bell
Score:
",23,knife,"if you're stuck in you're car by your seat belt during an accident, cut the seat bell",2.3,uses,0.24187086764883853,0.476300151025722,0.6141140172147964,0.7197795737293049,0.8101601137513281,1.7,1.503124745711682,1.3902180794603727,1.4063343574883096,1.4725630207512819
"AUT Prompt:brick
Response:fire pit
Score:
",15,brick,fire pit,1.5,uses,0.15601470708350584,0.29156263359609297,0.41118325889521545,0.5235564368831273,0.6258733797823237,1.7,1.5140393714506446,1.5099550651093674,1.4005012082557953,1.4658107363226485
"AUT Prompt:paperclip
Response:electrical conduit
Score:
",35,paperclip,electrical conduit,3.5,uses,0.24291827720599415,0.4381085965026673,0.5854459794326753,0.6790993181233067,0.7567406629126513,3.0,2.910894092992085,3.0591525586002457,3.09236738653516,3.031590686201762
"AUT Prompt:paperclip
Response:suspicious goo poker
Score:
",37,paperclip,suspicious goo poker,3.7,uses,0.2090565896064432,0.350511353897305,0.4641734501608777,0.5422921903277387,0.6091106897046058,3.0,3.121070056120612,3.017962682711165,2.986564535217108,3.0428876105850593
"AUT Prompt:paperclip
Response:hang things with it
Score:
",17,paperclip,hang things with it,1.7,uses,0.26740928276876386,0.4150867143741496,0.5181821665230537,0.6150313809883958,0.6978709040347206,2.0,1.8932675319459107,1.8747113966753848,1.8157054572371385,1.7544895591922103
"AUT Prompt:book
Response:to slide across the floor with it
Score:
",35,book,to slide across the floor with it,3.5,uses,0.22897906473000215,0.3939064980304903,0.4835759881699501,0.5704866381316633,0.6414210432887246,3.0,3.125609072806706,3.1950323782965224,3.1196167894393585,3.1285063250811866
"AUT Prompt:pants
Response:safety
Score:
",20,pants,safety,2.0,uses,0.23606636638355244,0.33919614472175413,0.43915295335131777,0.5146043109933489,0.5822384708664224,2.0,2.1520208586433083,2.18570279702236,2.1291509977856027,2.0792998308733095
"AUT Prompt:brick
Response:A display platform
Score:
",14,brick,A display platform,1.4,uses,0.16142061583234243,0.264025781487162,0.3531706942584124,0.43433806100095523,0.4985467329705715,2.0,1.8834146062438883,1.8623596661870023,1.9441441485187276,2.015733758217884
"AUT Prompt:box
Response:make box robots that breakdance on unfolded boxes
Score:
",35,box,make box robots that breakdance on unfolded boxes,3.5,uses,0.17704605190412953,0.3486449694424357,0.4594375576876645,0.548461903340143,0.6347472578240348,2.7,2.995312881432477,2.9964431721299145,3.0944103259796094,3.0000145796477113
"AUT Prompt:rope
Response:floss for a giant
Score:
",30,rope,floss for a giant,3.0,uses,0.1542722006708114,0.26030183020734954,0.36468762270307475,0.4410578999329284,0.5005351316429186,2.7,2.944400040027558,2.960314607792254,2.8632947336679306,2.7725944913325535
"AUT Prompt:rope
Response:tie it to a tree and use it to swing into the lake
Score:
",13,rope,tie it to a tree and use it to swing into the lake,1.3,uses,0.21377748385335357,0.42097772598675387,0.5129222852760542,0.596638759181483,0.6608264062540441,1.3,1.4968752542883184,1.4078072266577566,1.4908998687189297,1.5014970250310327
"AUT Prompt:book
Response:use it to fill otherwise empty space in a box to keep something else from moving
Score:
",37,book,use it to fill otherwise empty space in a box to keep something else from moving,3.7,uses,0.20760758328702691,0.3437599604680409,0.47166328212499287,0.5845375673175341,0.6826044457577202,3.0,3.198034083137021,3.0629796577753314,2.9542682079006095,2.932105150385534
"AUT Prompt:pants
Response:makeshift flag
Score:
",40,pants,makeshift flag,4.0,uses,0.19378646926440302,0.3008055217241104,0.40453194409022614,0.5066502373329852,0.582538109070756,3.3,3.3711549787027257,3.455474444866979,3.5249155683013598,3.4565342474913696
"AUT Prompt:rope
Response:glue it around the frame of a picture
Score:
",23,rope,glue it around the frame of a picture,2.3,uses,0.1394299296959549,0.27669819869353707,0.37870731440202915,0.43000071902115056,0.4804988931105523,3.0,2.8511718511587243,2.9720688099108172,2.9038285590490704,2.8403690170351057
"AUT Prompt:brick
Response:patio
Score:
",12,brick,patio,1.2,uses,0.6541302096617883,0.7732561527790722,0.8851646198634239,0.9167298524087663,0.9468496077163996,1.0,1.0308115086285825,1.0648441289458888,1.0798276011511436,1.0804692951565524
"AUT Prompt:box
Response:take the box and flatten it and make cardboard roads
Score:
",27,box,take the box and flatten it and make cardboard roads,2.7,uses,0.1786007162838336,0.290366188638183,0.39701354738389816,0.5020074920850923,0.5812610795145976,2.7,2.81547364334518,2.945629041115409,2.8315117295743173,2.7590413495433626
"AUT Prompt:box
Response:pet bed
Score:
",10,box,pet bed,1.0,uses,0.22340323761378827,0.4144901530120919,0.561001573209106,0.643187023199812,0.725372473190518,1.3,1.4844067117249262,1.4884790618212973,1.528284728854772,1.4684295237445224
"AUT Prompt:brick
Response:throw at a person
Score:
",17,brick,throw at a person,1.7,uses,0.18276684673583063,0.3342858845178487,0.47441808679020936,0.6102388744529428,0.6829385032798719,1.7,1.6093476303969227,1.4293603411797542,1.400568626710392,1.3792178540622773
"AUT Prompt:brick
Response:use it as a decorative object
Score:
",15,brick,use it as a decorative object,1.5,uses,0.1893051340307857,0.32354258836290095,0.4577800426950162,0.5725994220076345,0.6804622467980435,1.7,1.6170202259854904,1.5240585759809357,1.4189727548904922,1.5110737351176897
"AUT Prompt:box
Response:target
Score:
",20,box,target,2.0,uses,0.14796232476842944,0.28696006546014197,0.3902544153997455,0.4719669717849272,0.5299098507004241,1.7,1.8453140252830953,1.9656624193862826,1.936980963703456,1.9657407237880389
"AUT Prompt:box
Response:create a 3-D visual in it
Score:
",22,box,create a 3-D visual in it,2.2,uses,0.13475341854212347,0.25182921745440895,0.35196945499481574,0.43897280110765874,0.5232993356708744,2.3,2.485960628549355,2.3476980262478726,2.358064150785108,2.3164786679699834
"AUT Prompt:box
Response:used to lock up ghosts
Score:
",36,box,used to lock up ghosts,3.6,uses,0.14790224946745648,0.2667450218453918,0.3497106479736071,0.43139001129075794,0.499104581835112,2.7,2.833658845689894,2.7070532060616026,2.819321722583166,2.7624314607061105
"AUT Prompt:brick
Response:use it as landfill
Score:
",25,brick,use it as landfill,2.5,uses,0.1500621556070575,0.2845770159798916,0.39963367325320565,0.5011708169186426,0.5965561360387227,1.7,1.8418050504637442,1.7433975608611914,1.592785309729355,1.5459709053253523
"AUT Prompt:rope
Response:currency
Score:
",20,rope,currency,2.0,uses,0.09174763215090902,0.17022354060270928,0.2439448341184849,0.3090036473006867,0.3740624604828885,2.0,2.138305033793695,2.005847160018624,1.8572353914521715,1.7081407265834694
"AUT Prompt:brick
Response:muse
Score:
",18,brick,muse,1.8,uses,0.09160549683379142,0.1817907820767693,0.27057787406879746,0.3453441015666313,0.40636651798778006,3.0,2.5039061705290804,2.4369966496275133,2.493936288200862,2.4948468512765234
"AUT Prompt:bottle
Response:you can cut it and make a plastic ball
Score:
",30,bottle,you can cut it and make a plastic ball,3.0,uses,0.23298376638757137,0.429175767839757,0.6223260942383937,0.7080360234480779,0.7911089353627186,3.3,3.1628589849517517,3.0192022030046886,3.0895095551972838,3.1746176842034166
"AUT Prompt:brick
Response:extension to help get things that are beyond normal reach
Score:
",14,brick,extension to help get things that are beyond normal reach,1.4,uses,0.15065022799476036,0.2921730200888666,0.36911761982712077,0.4448693041162393,0.5182903540968126,2.0,1.8546859747169049,1.9892052355534509,2.0421269063840244,2.0078271908775647
"AUT Prompt:brick
Response:to stand on
Score:
",16,brick,to stand on,1.6,uses,0.18653089439962875,0.3208840575626028,0.4470971740682109,0.5533792739788169,0.6374553351260026,1.7,1.4069121634510193,1.3767314373714323,1.4004064145619002,1.4794887661791936
"AUT Prompt:bottle
Response:store chemical
Score:
",18,bottle,store chemical,1.8,uses,0.20601133241136274,0.3432444652297044,0.46819666708066643,0.5655095397286919,0.6598284100415222,1.3,1.379962328147959,1.2785580831785575,1.3338718031387713,1.4005022850638236
"AUT Prompt:brick
Response:dice
Score:
",35,brick,dice,3.5,uses,0.11791796596135086,0.225283495762019,0.3142926462556384,0.4005632730865608,0.4828832802859673,2.0,2.1429738953191024,2.385687705003518,2.4103075191663024,2.4596931327947575
"AUT Prompt:knife
Response:stirring
Score:
",17,knife,stirring,1.7,uses,0.4796402189417546,0.6453994431720205,0.7313941958467729,0.7827440080400151,0.8233650529148041,1.7,1.7770495974162557,1.7444750818626187,1.774358567083116,1.7756235974526746
"AUT Prompt:ball
Response:cut a hole in it and make sure it doesn't inflate and put stuff in it.
Score:
",27,ball,cut a hole in it and make sure it doesn't inflate and put stuff in it.,2.7,uses,0.3693998563835868,0.5258135968633474,0.6750646306783097,0.7877252216396436,0.845266621078873,2.7,2.7892409827814384,2.703183120403272,2.7885399688371866,2.741667712925595
"AUT Prompt:shovel
Response:used in construction
Score:
",13,shovel,used in construction,1.3,uses,0.27483328541630886,0.4922443088095123,0.6370712729394012,0.777442379822403,0.838765968679104,1.3,1.1674980983006125,1.2430865654564964,1.3255845694516437,1.3164028706329298
"AUT Prompt:knife
Response:as a pencil
Score:
",20,knife,as a pencil,2.0,uses,0.19116994158633507,0.34477930506177445,0.4868447425709312,0.599227753642108,0.6953540370305775,2.3,2.166341139488128,2.322067334863877,2.3554379665717335,2.3339501010697106
"AUT Prompt:brick
Response:to make a house
Score:
",10,brick,to make a house,1.0,uses,0.8131180719730725,0.8729477172767671,0.9318497899055518,0.9692902252369182,0.9796061488055761,1.0,1.0205612469519953,1.031903541148921,1.0345338793051588,1.0383824878225907
"AUT Prompt:bottle
Response:to store water
Score:
",10,bottle,to store water,1.0,uses,0.765624935112553,0.877660602451578,0.9385733382329015,0.9687273290246375,0.980535805027984,1.0,1.0382957832535975,1.0487902708212333,1.0503842980111737,1.0557989664000669
"AUT Prompt:box
Response:TV stand
Score:
",18,box,TV stand,1.8,uses,0.18986917435719122,0.31834109691724105,0.44286035395951256,0.5562364276878445,0.6431648787734429,1.7,1.821070063341632,1.6745605449930983,1.7001285088864762,1.6730796729351898
"AUT Prompt:brick
Response:fridge handle
Score:
",30,brick,fridge handle,3.0,uses,0.08770305022431328,0.1663195563496193,0.24251728686467902,0.31637065967154715,0.3857494828191526,3.0,2.527316523379567,2.4558947974728222,2.466190688907078,2.50824237158473
"AUT Prompt:brick
Response:a door stopper
Score:
",15,brick,a door stopper,1.5,uses,0.30282621072077553,0.47537138446782073,0.5939598206324462,0.7002618077843389,0.7926185747325625,1.0,1.1088907616558852,1.1869785907204504,1.1889552823899758,1.2485027613275657
"AUT Prompt:brick
Response:play frisbee
Score:
",18,brick,play frisbee,1.8,uses,0.14762813034227665,0.2662506655838069,0.3516912725320931,0.43195529479402495,0.5085437598738597,2.0,2.1336588605118716,2.2226585365136016,2.125540439072244,2.2120560538401954
"AUT Prompt:rope
Response:hangers
Score:
",13,rope,hangers,1.3,uses,0.10234824643966174,0.1984955261011328,0.28603862045140604,0.36957282464000635,0.44563158308336237,1.3,1.4937520337107937,1.3426375415328864,1.4912205708316482,1.6292600670707729
"AUT Prompt:paperclip
Response:Keep me busy
Score:
",25,paperclip,Keep me busy,2.5,uses,0.28252348474787986,0.4649343563566215,0.5827076550379026,0.6477482477984212,0.7127888405589399,2.3,2.1822989509498676,2.0848196439375157,2.0562208194181157,2.096714804898008
"AUT Prompt:pants
Response:cape
Score:
",32,pants,cape,3.2,uses,0.17777024870885572,0.32061265647673987,0.4612404979774955,0.5625309121818611,0.6547568838234115,2.7,2.833658860511872,2.9758418391028325,2.9441794142805233,3.0224696848264676
"AUT Prompt:rope
Response:to hoist flags
Score:
",22,rope,to hoist flags,2.2,uses,0.19304719235370554,0.3030421559198768,0.41133180563931215,0.48693016481934526,0.5557632541560948,1.7,1.5548123270410557,1.6720150731044328,1.7695128941332683,1.884756753107128
"AUT Prompt:bottle
Response:cut the bottle and make it turn into an experiment.
Score:
",24,bottle,cut the bottle and make it turn into an experiment.,2.4,uses,0.3453715102583346,0.5484049470996729,0.6836543602857585,0.801161086812544,0.85014517815831,2.7,2.8110676177786758,2.729744865648302,2.813384492217483,2.7722803466794996
"AUT Prompt:brick
Response:If you grind the up you could make an awesome Sauce.
Score:
",38,brick,If you grind the up you could make an awesome Sauce.,3.8,uses,0.15369444053140505,0.24987394454517936,0.3445623235596875,0.4117064385238509,0.4673708649435947,3.3,3.5309472582797863,3.3850388643807605,3.420096307870338,3.4653432898782834
"AUT Prompt:shovel
Response:pole for a tent
Score:
",30,shovel,pole for a tent,3.0,uses,0.15537672920149956,0.284188549115991,0.39965471823347143,0.5064434677083948,0.5833605185184128,3.5,3.726630911616916,3.6033709205695286,3.476144033097355,3.5188449788600944
"AUT Prompt:paperclip
Response:hold multiple papers together
Score:
",10,paperclip,hold multiple papers together,1.0,uses,0.9115887706253941,0.9522719196966503,0.976564937575775,0.993261264974309,0.9947088204848519,1.0,1.0128166592639471,1.0249358263070445,1.0278785855415014,1.0292932706045435
"AUT Prompt:box
Response:bumper
Score:
",27,box,bumper,2.7,uses,0.14506828737626176,0.25287389533280535,0.3465370306750198,0.4266513558309456,0.48712482114526257,1.7,1.827896485101392,1.6852149372321263,1.8006560104795475,1.800574570928002
"AUT Prompt:brick
Response:Stepping stone over a puddle
Score:
",23,brick,Stepping stone over a puddle,2.3,uses,0.16019267011222327,0.32038534022444654,0.4222099966112344,0.516382409226703,0.5874674756837078,2.0,1.85,1.837941467847273,1.7763112442351847,1.7186763659616744
"AUT Prompt:box
Response:combine a bunch to make one big box that someone could play in
Score:
",17,box,combine a bunch to make one big box that someone could play in,1.7,uses,0.1413501688910936,0.280508906534488,0.3905925507708737,0.47368804497176653,0.545882661441104,1.7,1.8488281488412757,1.694147772667388,1.7127166245432948,1.6978095134488724
"AUT Prompt:knife
Response:rob a bank with it
Score:
",10,knife,rob a bank with it,1.0,uses,0.5591128208408829,0.7680380178770229,0.8498543005909341,0.9243488737315486,0.9724461851066611,1.0,1.0816073653282068,1.1218864226441765,1.168477407277564,1.170036518702692
"AUT Prompt:box
Response:tunnel
Score:
",20,box,tunnel,2.0,uses,0.19759679765481905,0.3421617030488918,0.4658146193703515,0.5534976668103129,0.639821314600731,1.3,1.469001853925675,1.5037759939401951,1.4873361858878413,1.4215855828583692
"AUT Prompt:book
Response:teaching
Score:
",15,book,teaching,1.5,uses,0.20111133878077977,0.36525362966272945,0.5078629233504425,0.643941662016416,0.7214769901193354,1.0,1.1348177903394279,1.2373619505696023,1.335127332030151,1.3206055355375188
"AUT Prompt:box
Response:a great place to hide during hide-and-seek
Score:
",15,box,a great place to hide during hide-and-seek,1.5,uses,0.22635706338462963,0.43245751496789203,0.5283031356326027,0.6102842394110427,0.6782489615839387,1.3,1.4906318604254702,1.5104736075427074,1.4419003312010144,1.4477222757551775
"AUT Prompt:brick
Response:you can create a game with them
Score:
",14,brick,you can create a game with them,1.4,uses,0.1607694223234424,0.3165924895268859,0.41719943331095743,0.4980393837113253,0.5629961087139248,1.7,1.5031247457116816,1.6229453801242455,1.5218311404106821,1.553925390862796
"AUT Prompt:rope
Response:wall hanging
Score:
",32,rope,wall hanging,3.2,uses,0.099474077141794,0.198948154283588,0.29536173581827835,0.3845297222785605,0.464459388758879,2.0,1.65,1.8621765293121981,1.824569671553073,1.6826679672659879
"AUT Prompt:brick
Response:wheel chock
Score:
",26,brick,wheel chock,2.6,uses,0.17150288334674632,0.2931166382337641,0.40213050356163405,0.49392938189693925,0.5843050505391402,1.7,1.8244696537390304,1.7365089275011465,1.5996256079284485,1.5532818964820496
"AUT Prompt:rope
Response:shelves
Score:
",40,rope,shelves,4.0,uses,0.07999099605139279,0.15752092788326869,0.2303535586051712,0.29985094034008286,0.356573050179451,2.7,2.503124745711682,2.6602255612126937,2.5072030367320153,2.3787966434582044
"AUT Prompt:brick
Response:to line the edges of a flower bed or a vegetable garden
Score:
",14,brick,to line the edges of a flower bed or a vegetable garden,1.4,uses,0.2060490359349612,0.37422135778126187,0.5372195612337486,0.6602570725564973,0.7502732387869198,1.0,1.2246963172323797,1.2475442659859386,1.3318584366486605,1.316038345595646
"AUT Prompt:bottle
Response:convey
Score:
",20,bottle,convey,2.0,uses,0.2420039574161164,0.38878677736078154,0.5085874114998943,0.6063658393892302,0.6825157555969359,1.0,1.1132622006394435,1.2043604711851534,1.2036573312824002,1.2590354706487168
"AUT Prompt:paperclip
Response:save your place in a book
Score:
",20,paperclip,save your place in a book,2.0,uses,0.2081097071721249,0.35114127772385506,0.49417284827558516,0.63280380003367,0.757071794476733,1.7,1.4148666199678486,1.38162004821608,1.4075540349968292,1.504799860853695
"AUT Prompt:paperclip
Response:make a chain
Score:
",16,paperclip,make a chain,1.6,uses,0.1840814235430896,0.36249925709076813,0.49303254565037846,0.591564241233031,0.6841262031645355,1.3,1.4968752542883181,1.6300805126284745,1.6583825194711366,1.6369534371321033
"AUT Prompt:brick
Response:bricks are also used for, crime activities: breaking windows, and causing damage to property
Score:
",10,brick,"bricks are also used for, crime activities: breaking windows, and causing damage to property",1.0,uses,0.13840144432205811,0.2605402902495087,0.3770859912072657,0.47834265094207185,0.5780294716740575,1.7,1.5124837493495025,1.663160052593899,1.5227808251447696,1.5188520496348352
"AUT Prompt:brick
Response:hold open a gate
Score:
",14,brick,hold open a gate,1.4,uses,0.25876607777614824,0.42069775147655974,0.5776473113413776,0.7140074520257578,0.8092021530732311,1.0,1.2694385011387535,1.2777422077446812,1.3201886888481327,1.3060496677633107
"AUT Prompt:bottle
Response:you can fill the bottle with candy and eat the candy out of the bottle.
Score:
",27,bottle,you can fill the bottle with candy and eat the candy out of the bottle.,2.7,uses,0.2558945073743628,0.4373508846052959,0.5545079271753915,0.6388929793501207,0.7206817764108884,2.7,2.5755303462609693,2.6652127599031608,2.590559398893048,2.671072456458589
"AUT Prompt:brick
Response:hammer a nail into something
Score:
",18,brick,hammer a nail into something,1.8,uses,0.1613498322742074,0.3153109177832666,0.4178711111920997,0.5055954933920906,0.5771940474458036,1.7,1.8464850185887502,1.7614454703453941,1.768134953023078,1.8341106304989157
"AUT Prompt:brick
Response:eye hole for door
Score:
",27,brick,eye hole for door,2.7,uses,0.133446824345698,0.22807479251586998,0.30901438292282213,0.38746372393014283,0.4600175038583567,2.0,1.8755303462609692,1.9605181083991536,1.9280181889333363,2.0182309353940666
"AUT Prompt:box
Response:hiding place
Score:
",14,box,hiding place,1.4,uses,0.25648871793436795,0.43836645354707027,0.5735265099271902,0.6678834361476652,0.7537963951393791,1.3,1.4659595383187076,1.4975481676923712,1.497894556519575,1.4411476751437962
