prompt,completion,item,response,target,type,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5,score_1,score_2,score_3,score_4,score_5,confidence_10,confidence_11,confidence_12,confidence_13,confidence_14,confidence_15,confidence_16,confidence_17,confidence_18,confidence_19,confidence_20,confidence_6,confidence_7,confidence_8,confidence_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_6,score_7,score_8,score_9
"AUT Prompt:knife
Response:to put holes in clothing
Score:
",20,knife,to put holes in clothing,2.0,uses,0.2530173033261008,0.4865349570308076,0.6857599250947091,0.7764622308868145,0.8409073876253261,1.3,1.4919842760156865,1.3490544428621525,1.3666871229035757,1.4152227265022705,0.9711902295229764,0.9773769323216897,0.9832911798724322,0.9883428741068288,0.9920685350816005,0.9949868050933687,0.9974901812387599,0.9984243336050194,0.9992170083326569,0.9994510510281215,0.9996668968916037,0.9046581268072661,0.929949616894976,0.9461734165553393,0.9614191223929504,1.4226634167948868,1.4275838832554912,1.4304253466170866,1.4338477281656452,1.4378516067001164,1.436860696863711,1.4392778634699679,1.4404574286381995,1.441694607321793,1.4419658491359817,1.4422590728636484,1.400056104441741,1.410933228198107,1.4107457588602212,1.4137468584033175
"AUT Prompt:brick
Response:use it to keep balanced place it on your head
Score:
",18,brick,use it to keep balanced place it on your head,1.8,uses,0.12180521603911652,0.239454882361691,0.32894301130530307,0.4016508411128905,0.46934990002605803,2.0,1.7052062622514395,1.7037899115412591,1.7936150904466501,1.8666560814486466,0.7343467063787928,0.773109500763871,0.8087331306667299,0.840714709608718,0.8663888680773354,0.8866839681053713,0.9015209119921435,0.9142490493018691,0.9269531988857102,0.9388576786371885,0.9501557335464952,0.5326256765764845,0.594368625343628,0.6450911598271827,0.6917167426907974,1.9279015017463383,1.9666136056633945,1.9240355486486747,1.942141684416844,1.9468195831747825,1.9777922102925694,1.9913238440870633,2.0081509833520137,2.0285971861234,2.018090781746267,2.0131193729103565,1.8587373582233946,1.9253516523655279,1.8919069003702795,1.9665985818762166
"AUT Prompt:rope
Response:walking the dog
Score:
",13,rope,walking the dog,1.3,uses,0.20015502253575876,0.3919850639391785,0.48154466873430224,0.5459907921574151,0.6061506176539958,1.0,1.1468142991028745,1.2496979897911749,1.3264565069936654,1.3933050060687722,0.8214758591974541,0.8465681780873763,0.869895975674835,0.8888173325780708,0.9076068471551527,0.9259694708725853,0.9429963339682851,0.9570953862206705,0.9673098014359386,0.9760763999724266,0.9819460633090656,0.653779368057775,0.7013830580454437,0.745539113718513,0.7860061603295022,1.4749888742867259,1.4846222186767724,1.4823529243658498,1.5146609599077911,1.5329894805129567,1.5462167666926705,1.5670496251545554,1.5807929952232056,1.5989471524143344,1.5944658747435865,1.6016720541056577,1.3792224633400192,1.394206893446858,1.400472703270689,1.4467843161839293
"AUT Prompt:brick
Response:sharpen another object
Score:
",22,brick,sharpen another object,2.2,uses,0.10756632983210909,0.2058482887026602,0.2935700567550126,0.3708727022682327,0.44615325058754296,3.0,2.522551489303292,2.4261697695790065,2.4415585326114115,2.417673009105239,0.6701457286814316,0.6991838582469723,0.7261766478603163,0.7530319635594737,0.7792212831642252,0.8035785095985138,0.826528976463077,0.8476770597992389,0.8651626876700538,0.8817163535229726,0.8965815634558943,0.49973611263248296,0.5455200803032828,0.5905142661934455,0.6327412937298948,2.4704534577494437,2.467527422472259,2.494754238758636,2.4664109850616485,2.5179543062238503,2.556814326606939,2.563566932865255,2.552001735937022,2.5307399418996663,2.547059748698744,2.5479374914290998,2.4479447621810517,2.51945536439454,2.4646365221438464,2.533733201186149
"AUT Prompt:brick
Response:use it as an exercise tool
Score:
",10,brick,use it as an exercise tool,1.0,uses,0.1659753492743258,0.3066024454494966,0.42785532506989177,0.5430542226941502,0.6373949586552496,1.7,1.6082674660542884,1.4358863420693635,1.5555526089220515,1.532529289695718,0.897760537327033,0.9237462085418091,0.9389785253849178,0.9506705842160896,0.9617821583405173,0.969618372100892,0.9769392911919724,0.9836317161197417,0.9878921021728989,0.9912038605463379,0.9937856294329739,0.718140591561353,0.798304330442856,0.8410355751570934,0.8697961315571539,1.5743934212328203,1.5919922018451997,1.5921221061139472,1.5983683688183559,1.6076297064436345,1.61888249575523,1.6269840982272425,1.6288416414487126,1.6338923820365112,1.632108568799797,1.6346230668049049,1.506384374777504,1.5358685268912828,1.5188037550334201,1.5446346800602468
"AUT Prompt:brick
Response:can be used in place of a hammer
Score:
",20,brick,can be used in place of a hammer,2.0,uses,0.16745296049895542,0.28778357545085026,0.3787883414699944,0.457505399462438,0.5231918438954544,2.0,1.8745613455214933,1.8566478116019347,1.7952840189521988,1.8460958848297606,0.8188307372643215,0.8448100687487997,0.8690309634728867,0.8908888605597121,0.9115283123349245,0.930045990994049,0.9443754756555613,0.9551292767147964,0.9654015698000362,0.97267740040455,0.9783273650007653,0.5879560631580799,0.6508144443838589,0.7109440471622216,0.7707330699677879,1.805697305494601,1.8424241234399814,1.8663257516869993,1.8720589333413955,1.8840129385412372,1.8703939004321086,1.866291077615666,1.8768037068935475,1.877050525552989,1.8876944855448141,1.8952732163064585,1.8960940861939837,1.848179244317113,1.8018158204391017,1.8559769190876867
"AUT Prompt:lightbulb
Response:ornaments
Score:
",27,lightbulb,ornaments,2.7,uses,0.23203967708971152,0.41519808199161146,0.5226522356476617,0.6054403064836021,0.6718792098497617,2.7,2.8323404992792818,2.7434538950084306,2.8195561595423437,2.817622344989074,0.8747273527385316,0.8931114677836791,0.9106122395166166,0.926399305229076,0.9391286072166486,0.9488609707531587,0.9581727192207472,0.9668720602496028,0.974803878357639,0.9814350683822459,0.9870742106794531,0.727303917399399,0.7742919516546266,0.81587430084763,0.8520017405433606,2.752576385562291,2.767961611495378,2.7532023975520494,2.7437750992443455,2.732338254529639,2.741237766464393,2.7427806552934952,2.751393146916089,2.760739171114982,2.765058417663418,2.770971025640558,2.7934177103637086,2.763474575571772,2.7857227976463497,2.756646085896727
"AUT Prompt:brick
Response:separate books of a certain category
Score:
",25,brick,separate books of a certain category,2.5,uses,0.10464767994464971,0.1962035675186874,0.28683356705787433,0.3649427382651756,0.4377818295279439,2.0,2.1399911664174773,2.253742150154691,2.4134646930266226,2.3779479739487415,0.6898887398457383,0.7219702475123262,0.7521113110446133,0.7807910948914584,0.8073312979253071,0.8318424470163887,0.8546113062430667,0.8716680691920442,0.8869284316690492,0.9003153940807939,0.9129011649406207,0.5029848816146069,0.5665435365284935,0.6187015524709618,0.6551062157676054,2.2966221511466487,2.301215854643395,2.3492574524176755,2.318062782902333,2.3339059833631723,2.327013687289469,2.3502720999920848,2.3297204211195357,2.3550178391694137,2.370555879505007,2.3516606223703964,2.3030272890013257,2.3475623510429804,2.292971300972798,2.2433483257009335
"AUT Prompt:knife
Response:to clear snow or dig through ice
Score:
",20,knife,to clear snow or dig through ice,2.0,uses,0.342187242174551,0.48062995011719856,0.614655141675051,0.7216300685768394,0.7967519048387318,1.7,1.5847822879877638,1.6753202654933246,1.6493306713754716,1.5881084614520877,0.9464804568610263,0.958554509969935,0.9697977367009709,0.9786223102534113,0.986039355617611,0.9916598930000317,0.9946488182630545,0.9970905796993512,0.9979229634372815,0.9985514569825781,0.9991016940725207,0.8495311631744721,0.885117671235773,0.916064436506228,0.9324114444298345,1.6179092822025778,1.629020189368301,1.626365072927411,1.6306360017700965,1.6326621734264013,1.6370112965175398,1.6402055835179457,1.643535565402298,1.644500191154108,1.6451015877653619,1.6448013829782469,1.6012727557557693,1.585139424989086,1.6092890606853898,1.609126205167545
"AUT Prompt:bottle
Response:if glass, keep behind door for protection
Score:
",33,bottle,"if glass, keep behind door for protection",3.3,uses,0.21541109645738188,0.3775346918684852,0.5057219153875148,0.5809873714699343,0.6401943004712584,3.0,3.1288281042004846,3.020131442316121,3.0822972098134604,3.093182687451581,0.8230591800960056,0.8479994878258365,0.8717585988498949,0.8953952158875164,0.9151883571930888,0.9338375223052183,0.9426957461805432,0.9513766728226917,0.9599097409114198,0.9677297661264633,0.9731452989807144,0.6879629845013742,0.7268066525516806,0.7654974809238837,0.7974204147110034,3.0539342620107948,3.0788176966921275,3.095747543245913,3.074741422591484,3.08177591875055,3.100113276258827,3.1095089062749266,3.100297546557679,3.0958501773442495,3.088610996303271,3.0875613801275335,3.051995069792839,3.0171496539280347,3.006174176933555,3.0299466589030595
"AUT Prompt:knife
Response:to paint
Score:
",20,knife,to paint,2.0,uses,0.44264798104479053,0.6035820833881256,0.6724494808004388,0.729540274871112,0.7834030752114135,2.0,1.9200104972765493,1.8769960691906549,1.9100986012053376,1.9025287828549704,0.9167893954267397,0.9340899105847861,0.9457436251848654,0.9568886286637143,0.9676413586977017,0.9773322681767198,0.9867435416747576,0.9914758650369275,0.9939773553487269,0.9955476641346952,0.9970388246393441,0.8310151346634364,0.8565370518107456,0.8807950134611933,0.8991569467569541,1.902478547755966,1.906136892461186,1.9196157763017418,1.9193873088619848,1.9247280257218664,1.9175418579027268,1.9250047165534623,1.9224988642447902,1.9247072250066048,1.9271919840735598,1.9281982284802646,1.9367602112911115,1.9446038697330907,1.9268508446673962,1.9201761329509466
"AUT Prompt:brick
Response:use brick for building some desks so we can have stable desks
Score:
",15,brick,use brick for building some desks so we can have stable desks,1.5,uses,0.21803915984685052,0.3676472404759672,0.48248161617876667,0.5804425416012826,0.6621740248061643,1.0,1.2848536447731815,1.336060149972025,1.3299743009706937,1.338617503557505,0.9100977129345145,0.9296579342449506,0.9461698993994327,0.9555123283649816,0.9631065396115278,0.9703834856863719,0.9772384881950821,0.9839768981070273,0.9893059763142332,0.9921978738660386,0.994285252170923,0.7409856314917942,0.805966070026476,0.8600576956230171,0.8857966989075117,1.470784524393424,1.4924394597598831,1.4943165390176036,1.5002385502171016,1.5096988139785639,1.5163752195611107,1.5267823532493032,1.5293381993215187,1.5270254903151006,1.5307357500979848,1.53298053748929,1.4089624805220997,1.4404896011344517,1.4253644839119344,1.450779171558763
"AUT Prompt:brick
Response:hold it with you if something happens you can use it for protection
Score:
",17,brick,hold it with you if something happens you can use it for protection,1.7,uses,0.36541576188291175,0.5014825125400882,0.6272653589569387,0.7102926099379496,0.7920572828620696,1.0,1.1356645020062386,1.1686179983372944,1.1722862912237482,1.226762576877924,0.9512128850654837,0.9622000622132068,0.9729806692898437,0.9803161847192375,0.9848394402238781,0.9882391711155527,0.9912839274577646,0.9938741219825403,0.9963272777866085,0.9974924539385631,0.9982318007121538,0.8535366902168919,0.8908713114363646,0.9275390268528163,0.939845326269608,1.306725214320166,1.3043646589223497,1.3153962793260785,1.3242604386719834,1.3278233222219626,1.3297917189257096,1.333078893630182,1.3366413081122663,1.340736827847826,1.3424414007906125,1.3433728196176458,1.2392406978858392,1.2627409900952415,1.2918865061121028,1.2959209326333136
"AUT Prompt:rope
Response:startle enemies
Score:
",30,rope,startle enemies,3.0,uses,0.0883003065226993,0.17652215777754027,0.255817594220925,0.3296048314209641,0.398637722890514,1.3,1.6498444425102425,1.789378556679649,1.993235521239444,1.9770897396205849,0.6848036880607141,0.7222864250106558,0.7563554658619837,0.7896516792677478,0.8168927497581521,0.8440231147218124,0.866171975853267,0.8867240666763432,0.9032178984478187,0.9150429356328211,0.9266194981203092,0.46481020371372,0.5254685523721361,0.5823705517509193,0.6379725521484474,2.2122092162740703,2.1493021511423596,2.165098876198861,2.1412710882370565,2.1432295318952144,2.13219672686393,2.149273107042647,2.1342245475567885,2.1591652297431376,2.179077331945895,2.1693440623199565,2.023060703342659,2.135835338869813,2.093250936023446,2.1984242098719555
"AUT Prompt:brick
Response:use it to hold a door open
Score:
",12,brick,use it to hold a door open,1.2,uses,0.4733001619017278,0.6059247616464464,0.7374018599393374,0.8280878861286913,0.8859105946193444,1.0,1.0437759299964389,1.0894601071961467,1.134419382768497,1.1517536269960909,0.9872781444707489,0.9905376166660277,0.9933864845423471,0.9950055891400659,0.9964746024812765,0.9977554977715788,0.9986067747570576,0.9990465252734768,0.9993846017250404,0.9995915089611247,0.999742778997186,0.9340150056815599,0.9545827590525321,0.9686920325913205,0.980986137588643,1.2063059186274703,1.2095757775145546,1.2127029335483217,1.2147976640922207,1.2158077965836767,1.2169429019592997,1.2179514163270442,1.2186037699597743,1.2192063889267277,1.2195336002264983,1.2197424771561067,1.1799898638123336,1.1933488056617212,1.2050979085431228,1.2037807801219156
"AUT Prompt:box
Response:as a dog house
Score:
",18,box,as a dog house,1.8,uses,0.2541100088546107,0.4046712439251978,0.5380964783213907,0.6557894947656405,0.7417521258014894,1.3,1.448823260689527,1.4615129338489457,1.378686280256196,1.4043346187937515,0.9669169980420279,0.975626572029952,0.9834270856400966,0.9894821534684477,0.9928138821036842,0.9955102794854406,0.9973322597717703,0.9987742024391623,0.9991675334633103,0.9994765205724288,0.9997690354585106,0.8125337611260887,0.8694877585349897,0.9154691820815996,0.9443295291435532,1.4524585598178132,1.4600246974084896,1.4651009619642619,1.4628667517957001,1.4653404560773355,1.4678720357094106,1.4697575826627776,1.471533698854467,1.4721353929602807,1.4725459008989714,1.472875774195367,1.3865345726127707,1.4136177703334145,1.4430700885438392,1.4417537919916268
"AUT Prompt:knife
Response:glue it to a wall for decoration
Score:
",15,knife,glue it to a wall for decoration,1.5,uses,0.3451173758352829,0.4687567034479521,0.5714976644765523,0.6524293393786371,0.6987661494418123,2.0,2.079128038086647,2.0109703160046384,2.0716328107972166,2.080145137945841,0.887455913270668,0.9103520290369841,0.9290236537977478,0.9415259781972578,0.953722182480214,0.9629796532744815,0.9720465973341494,0.9782973274720056,0.9835437702401711,0.9886092810270156,0.9924509937123899,0.7402090578457894,0.7791662450434285,0.8178050808237731,0.8535014035631899,2.1448881938832276,2.128668715843397,2.1240729055652623,2.1396877928283264,2.1481318688046787,2.1428624794155966,2.135000524060974,2.1379715903786654,2.1452369549876535,2.150641429419175,2.1477357456928883,2.064460340294894,2.111235972434754,2.110705106457128,2.122804399842774
"AUT Prompt:knife
Response:build things out of knives
Score:
",17,knife,build things out of knives,1.7,uses,0.30861717068945543,0.5292411230088088,0.6086896123608239,0.6755632396830109,0.7264705369972193,2.0,1.8749394504351389,1.9304199742690935,1.9175097739468663,1.888252848701483,0.8867282838381226,0.9056126006443933,0.9244672263437737,0.9417089851504745,0.9576034142857509,0.9668181902521075,0.9727692855064767,0.9785979015041321,0.9840534582681909,0.9882474991452213,0.9920157645056706,0.7730569428642775,0.8058583356996686,0.8373136070304151,0.8622372452437381,1.946787545199482,1.9562381729523541,1.955091188320755,1.948589820361063,1.9610618266985762,1.9519019148225538,1.9473020163844343,1.9523807612916442,1.949318382339281,1.955050563722206,1.9609191997385627,1.92511831034887,1.899673700101653,1.9109560263074403,1.942435689414594
"AUT Prompt:brick
Response:Make a wall
Score:
",11,brick,Make a wall,1.1,uses,0.8153040319238801,0.897813708556758,0.953396479548266,0.9861339719907596,0.9929800181252474,1.0,1.0183801329488524,1.0347984991928518,1.0369630465064426,1.0401554293215314,0.9997560653607303,0.9998098343857353,0.9998501633754443,0.9998897614129052,0.9999170048202072,0.9999312365157538,0.9999451272714069,0.9999547285623048,0.9999607571939348,0.9999647364367668,0.9999683514537658,0.9980245016706996,0.9990554497858448,0.9993467867524121,0.9996314954540249,1.043151986999613,1.0431980676448038,1.043244727289353,1.0432944978183538,1.043323288466233,1.0433440208713338,1.043362866882177,1.0433787734573179,1.0433905696688486,1.043397559890833,1.043396318463527,1.04197425241923,1.0426532842030323,1.0428740715190519,1.0430327485920072
"AUT Prompt:box
Response:house if large enough
Score:
",10,box,house if large enough,1.0,uses,0.3648047500121836,0.5708382710388825,0.6849465689338188,0.7823858064708044,0.850422466568143,1.0,1.108279453995823,1.1235595880401792,1.1704419144015565,1.212808343897539,0.975176028161151,0.9852148030016832,0.9897553581274764,0.9930505364281366,0.9953585187266206,0.9967892122083548,0.9978728354493895,0.9986760204369401,0.9991651282090058,0.9994968068521976,0.9997019025231741,0.889449734477499,0.9166396616175803,0.939478083295515,0.961863539669636,1.2658690787825593,1.272330509851323,1.2770449980658085,1.2797757588532173,1.2819095239431264,1.2835143213631746,1.2848353435484943,1.2859734894373651,1.286812533619527,1.2873146782610136,1.287583984617402,1.2297975361016997,1.2467112308693147,1.2650234478976365,1.268164758066909
"AUT Prompt:paperclip
Response:Papers together 
Score:
",10,paperclip,Papers together ,1.0,uses,0.9952582742460221,0.9981331121142007,0.9993436643866394,0.9996484182842957,0.9997912997760902,1.0,1.0005760429812993,1.000938749390024,1.0009689493099938,1.0010402664948805,0.9998935431725654,0.9999083117172223,0.9999176434671635,0.9999241167058818,0.9999299790852574,0.9999353847290684,0.9999401050866614,0.9999444083022648,0.9999481461596589,,,0.999815127852297,0.9998378800002843,0.9998592216822005,0.9998772040472461,1.0009970406928053,1.0010073648958335,1.0010008227316074,1.001004700490531,1.001002935763215,1.0009980649475425,1.0009947557878023,1.0009990549617556,1.0009960607862558,,,1.0010497746956155,1.0010383728885317,1.0010191405066808,1.0010101298911342
"AUT Prompt:box
Response:calendar
Score:
",23,box,calendar,2.3,uses,0.14483682718197935,0.257972209927252,0.35174201334339816,0.4368719264330483,0.5207499865583934,2.0,1.8684330578353652,1.7968723283553658,1.7000505928071405,1.7322567739525128,0.7903477124784459,0.8220459657963043,0.8478586699290955,0.8729118703073718,0.8967533683833926,0.9168217290559567,0.93655478071297,0.9562371225234962,0.9669063107132231,0.9764706954748107,0.9821306976639126,0.5899507419745258,0.6485972643603489,0.7045390651655274,0.7534770205423938,1.747454246067052,1.7764725576140687,1.7893666742282683,1.8155025075898445,1.8310422271292954,1.8172293095115064,1.842150088962381,1.8330492613773293,1.8492361176652765,1.8585487080279073,1.8628216789732779,1.7050132380697802,1.7588122692562924,1.7620826568654462,1.7840302191779422
"AUT Prompt:table
Response:display a centerpiece
Score:
",22,table,display a centerpiece,2.2,uses,0.17977408494642455,0.3135454723725364,0.4218793349502177,0.5054254519656997,0.5728229758068909,2.5,2.2866794465027827,2.290100014642714,2.407445484712104,2.4418670263606206,0.8144310202950922,0.849905117678406,0.8790267092945354,0.9043205086007046,0.9268715394531704,0.9475132183453802,0.9624757663466241,0.9711743592643205,0.9796873947813135,0.986113469440869,0.9885817445714169,0.6302877006744053,0.680503192388964,0.7285750429790411,0.7741378058395785,2.4245416026557294,2.4151694850939798,2.41466692977312,2.389083741585262,2.4088135496372667,2.4282281437403435,2.4200163640439847,2.4126716596985447,2.403003051723978,2.404286795569444,2.4077715900346375,2.383346588738442,2.4657463493103036,2.487800620466014,2.441433717078899
"AUT Prompt:tire
Response:as a seat
Score:
",32,tire,as a seat,3.2,uses,0.2647252455763949,0.38672288297763513,0.4987060291068047,0.596203757478656,0.66980241452991,2.5,2.657732633328935,2.6672236609527604,2.607171250517271,2.584407036046051,0.8997108900123859,0.9236000925212222,0.9406751159741825,0.9521296745422316,0.962104180953601,0.9699093458360826,0.9777016287893256,0.9850605494968051,0.9877298239069567,0.989852036624331,0.9914752693637167,0.7418032036517922,0.7991494551148819,0.8402980087943,0.8740784873793022,2.6091714397066887,2.6244534034474265,2.614933587294348,2.614753929360279,2.6063070600367952,2.597404259943868,2.590251947100135,2.5850954017999626,2.58243324674102,2.5831141002195657,2.5849426539058773,2.5276834096764786,2.5472246050890677,2.5938810639543877,2.62117041604572
"AUT Prompt:knife
Response:use to pry open something
Score:
",10,knife,use to pry open something,1.0,uses,0.22568670556886364,0.4386940144213459,0.6414432614065304,0.7651704783487817,0.8364296459516484,1.3,1.494219480412512,1.3380051532414294,1.3641995401337168,1.4183662136260744,0.9756728905727072,0.9817359363600046,0.9865251789654995,0.9904125429111214,0.9942885568064265,0.9964505255868641,0.998310023066498,0.9989462272518483,0.9994958339663834,0.9996897225257902,0.9998399405236273,0.9058504837553406,0.9382033940286795,0.9523697758309084,0.966247379293607,1.4263769536589834,1.4311547271705298,1.434401742396718,1.436229213073161,1.4403760880656598,1.4396375842893965,1.4414263988362677,1.4422279532851339,1.443084547127243,1.4433089294185266,1.4435127614600827,1.401631481162172,1.4153687805875557,1.4181151469813502,1.417854970517369
"AUT Prompt:box
Response:as a purse
Score:
",22,box,as a purse,2.2,uses,0.18993529831521538,0.35345192525401603,0.46911145408528954,0.5810840854907116,0.6608616468532224,2.0,1.8612117106268815,1.7228448439464172,1.6991731228053146,1.6751294427067283,0.9027677724863519,0.9224221930676214,0.9402933948621501,0.9554347322521445,0.9681083726715417,0.9804126995466403,0.9890879246931314,0.992177197664818,0.9943274179153102,0.9961996991125626,0.9975267705384445,0.7374465736277058,0.7929093044784804,0.8313887408731525,0.8673239251505234,1.7189177149674058,1.7121224069751497,1.7023890163881676,1.7150292278030952,1.7213780471648985,1.729894854766597,1.7384035832027271,1.7423317280147237,1.7446189220473434,1.7462265454085657,1.7453668303529035,1.6984825855375698,1.7055835654393,1.7330951352515207,1.7482968304252264
"AUT Prompt:shovel
Response:breaking down walls
Score:
",25,shovel,breaking down walls,2.5,uses,0.19143669489006457,0.31813475533760427,0.40507904622995294,0.4761527968451428,0.5462881912020661,2.0,2.199126405276104,2.220777446584354,2.1430427223324044,2.0990010662989564,0.8046016653704894,0.8459434068434455,0.8694059978093652,0.8912888052247115,0.9127894146260911,0.9303372320520014,0.9427058428871963,0.9541175900643365,0.9628134259650882,0.9714203696179532,0.9795172939621909,0.6099103665763584,0.6663430779337656,0.7163784240990944,0.7629224788920868,2.225018851614232,2.189586762796023,2.181771707710427,2.1674881240225172,2.1823868406040368,2.1657434529758826,2.1806252720748778,2.1665043741308914,2.1785480981008853,2.1875983293279853,2.1910073402228942,2.1095366666505533,2.1849501614843048,2.2209237420607137,2.2318487513404954
"AUT Prompt:brick
Response:building supply
Score:
",10,brick,building supply,1.0,uses,0.8315573175607591,0.9055684543462716,0.9556316078740998,0.986429479328934,0.9925365179542502,1.0,1.0163457851099595,1.0312057210851273,1.0333535860904286,1.0362248433414816,0.9997569552437234,0.9998091804134822,0.9998543585632601,0.999892860731513,0.9999173608158032,0.9999317337311665,0.9999454762770282,0.9999538991801528,0.999962088292897,0.9999692949309851,0.9999744828339263,0.9982341176433935,0.9990983606249882,0.9993688537164193,0.9995969994387817,1.0393612941040022,1.0394219202260977,1.0394608052147472,1.039509343907314,1.0395353281650954,1.0395563207332992,1.0395750177123826,1.0395729997021852,1.039570218795177,1.0395663301884872,1.0395749445770213,1.0383011550832488,1.038873539750451,1.0390795492217662,1.039207572416616
"AUT Prompt:brick
Response:a model for art
Score:
",20,brick,a model for art,2.0,uses,0.14644651536745174,0.2438191272545318,0.334654154967516,0.4179998433656446,0.49584557580027894,2.0,2.199682061418892,2.0911965381212902,2.272404381499896,2.2610371890020313,0.7365397815357972,0.7654910575340995,0.7936406894582656,0.8212071346447632,0.8440660561494745,0.8650406225299971,0.8855121246595631,0.9011160542441399,0.9153626399580466,0.9256484705657815,0.9358692135275769,0.5727339188338694,0.6331381574946883,0.676848820585091,0.7072344378138615,2.3161999555978983,2.360971898359308,2.376543780735937,2.3437629639746245,2.3209122507851077,2.315555810234592,2.3360026235644775,2.361353533545841,2.3650677962776214,2.376567990656457,2.364810659018288,2.2662678657247657,2.3076478695098754,2.2684061799420534,2.312727572221449
"AUT Prompt:knife
Response:as a musical instrument
Score:
",27,knife,as a musical instrument,2.7,uses,0.2579784305692929,0.4107195225911715,0.5532751910083928,0.6408384050734144,0.7137461212153778,3.0,2.628113387310502,2.5951039738069674,2.6094368120441804,2.7004060323089476,0.9215350633385307,0.9394976105364445,0.9480743676132894,0.955417608471404,0.9621204348096908,0.9675937723226051,0.972224920755404,0.9761270535691846,0.9797080757283588,0.9831872537979199,0.9861631917847117,0.7762833274253875,0.8267381371632534,0.8663776047826152,0.8963696647531345,2.710024439346659,2.700273123365532,2.6948427510922834,2.704874054630615,2.704143426166498,2.699029004936178,2.7042734293378743,2.7002587795150896,2.703547507379952,2.7099045650932094,2.711987061414669,2.668149414492248,2.7067104771086896,2.6926775197021793,2.6962684737380496
"AUT Prompt:pencil
Response:a sling shot
Score:
",30,pencil,a sling shot,3.0,uses,0.17222520968456073,0.3121797669535029,0.4129812309172965,0.49819208141467397,0.5788771778001306,3.3,3.1655058026648595,3.271558203830583,3.3790469856426784,3.3959056665439,0.8470395171550793,0.8747116114433535,0.8983803535454283,0.9208460036124078,0.9409659620395128,0.95547370173295,0.9676637423926282,0.977932037252475,0.9825133930454302,0.9864558443129898,0.9886403690188913,0.6510881482021114,0.7129110997002027,0.7646607812749795,0.8144745924783656,3.4147969069601136,3.4269830677144517,3.4262721714127506,3.445148616090727,3.467703699746492,3.4803411360778,3.471770611268495,3.4815170278884566,3.4769403180406013,3.472636238191085,3.4753482521294403,3.3187240688936646,3.377803649592178,3.399608819866974,3.387400610845834
"AUT Prompt:brick
Response:good posture
Score:
",28,brick,good posture,2.8,uses,0.14254898271315355,0.23724536323374731,0.31890568931018554,0.3975418205645347,0.47239355471814315,2.0,2.1995747761512487,2.0972579859333935,2.117580966021387,2.0514143997250085,0.7365809183287853,0.764698435780932,0.7901409834830738,0.8143941352566413,0.8384379018820266,0.8624125196807211,0.8835320660310362,0.9035749600714049,0.9158156761555819,0.9272974727794348,0.9386635902602364,0.5415901236152163,0.6058742208316817,0.6563476619244393,0.701688339032646,2.110394629575623,2.0695660638103774,2.0930860439825816,2.134984795742241,2.111040053359404,2.11907298901577,2.1473013280921966,2.1462521008019166,2.1603364074961715,2.1657803217741973,2.162562033142662,2.0831750797415256,2.180451478502098,2.1281244426809374,2.0810755558550538
"AUT Prompt:box
Response:nightstand
Score:
",16,box,nightstand,1.6,uses,0.1636705685028966,0.3132952715131273,0.43203350825379644,0.5482326523933231,0.6424966922265735,1.7,1.5089665352591046,1.5065022111592394,1.5263192778640515,1.5958154464823326,0.9075853076148672,0.9330379936474349,0.9548794532220273,0.9672284395250977,0.9758792176971304,0.9838156058484429,0.9882639515694843,0.9920536129855839,0.9948361271062913,0.9966558040447335,0.9977384810458827,0.7264708225426274,0.7967912462644627,0.840187593781974,0.8812780415046206,1.5735439262910225,1.5688097578018305,1.5809599513809687,1.588863479409158,1.5969403395175932,1.603418579074236,1.6083544803218752,1.6064125576933395,1.6103103621970198,1.6124824769722792,1.6135540628945673,1.5269440171080448,1.5510424400096081,1.5690663713962165,1.5518582920775132
"AUT Prompt:brick
Response:hiding place
Score:
",22,brick,hiding place,2.2,uses,0.10784676521146302,0.20971087611198097,0.301756215858399,0.38131309120047074,0.4465993301989312,2.0,2.48573594650439,2.4900869410528523,2.4295634207744166,2.4106231584807656,0.6863198259552008,0.7248811566544477,0.7582640929133668,0.7843521148402127,0.8094826709085963,0.8334603120972158,0.8560247828572144,0.8762380985304922,0.8909474799051655,0.9052653437703854,0.9174123079764359,0.5080389548104468,0.5630412700154059,0.6053051271261404,0.6458247219120256,2.344650641176026,2.3954721340797054,2.413281665203734,2.412839909050465,2.3845006062583476,2.425222805111995,2.4456456219622402,2.4376721680807827,2.440352171157594,2.4650198837180293,2.481371592908361,2.3367775266036706,2.372259964632988,2.4510014812282597,2.4038830067095436
"AUT Prompt:brick
Response:a calf muscle builder
Score:
",27,brick,a calf muscle builder,2.7,uses,0.12626969790336998,0.21111547140120396,0.28556636628457244,0.35914132102585217,0.4282257786052736,2.0,2.2009463658316943,2.096414392669781,2.015203545318213,2.061148954434672,0.7203347881703049,0.756528086728121,0.7858116031712121,0.8125501246855122,0.837287611526488,0.8608408818716796,0.8829629546642863,0.9019040682028056,0.9175936635980241,0.9282779882227743,0.9385129632480628,0.4969720347496528,0.5656966529785843,0.6254969291371499,0.6752179838258623,2.0695547672950885,2.0327382552079283,1.9942529394455428,2.0076048252903678,2.0310159745028775,2.0657363559876387,2.1016709153811237,2.101635824068131,2.1204163477363096,2.125936275484805,2.115838455821455,2.080356251579988,1.9977020173657516,1.9501195006550718,2.027429594543218
