prompt,completion,item,response,target,type,confidence_1,confidence_10,confidence_11,confidence_12,confidence_13,confidence_14,confidence_15,confidence_16,confidence_17,confidence_18,confidence_19,confidence_2,confidence_20,confidence_3,confidence_4,confidence_5,confidence_6,confidence_7,confidence_8,confidence_9,score_1,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_2,score_20,score_3,score_4,score_5,score_6,score_7,score_8,score_9
"AUT Prompt:box
Response:target practice
Score:
",21,box,target practice,2.1,uses,0.20427525610204983,0.952910887745433,0.9630811528698221,0.9732514179942112,0.9811720284371293,0.9890926388800473,0.9928340703305729,0.9961358719968945,0.9981385159398087,0.998644863624876,0.9990392075985128,0.3845475368867838,0.9992783893089965,0.5648198176715178,0.6887190235180612,0.8126182293646047,0.8581981999730166,0.8895248250997857,0.9208514502265548,0.9398520088312644,2.8,2.9872378401211988,2.9831485570026444,2.9895945200926075,2.9832204384634378,2.989761173345454,2.993568193502739,2.994583895354012,2.9959992272609997,2.9956463314415056,2.995253326714873,2.893758125325249,2.995541688169597,2.991500661072316,2.9030806530567914,2.994092434934401,2.9890950690358022,2.9789139334472976,2.993238942491652,2.9953972820076897
"AUT Prompt:knife
Response:cut food, dice, slice, sheer
Score:
",10,knife,"cut food, dice, slice, sheer",1.0,uses,0.8096744222158679,0.9999968063891037,0.999998421474057,0.9999989458153721,0.9999994085449585,0.9999997689191228,0.9999998859154844,0.9999999238986419,0.9999999323738299,0.9999999408490179,0.9999999470495979,0.9503747338472674,0.9999999490626316,0.9906860520805186,0.9968679929516542,0.9994450093087289,0.9997166248344478,0.999862010148752,0.9999398292997721,0.9999814828897133,1.0,1.050266102873276,1.0502674752678738,1.0502673964763451,1.050267928491952,1.0502678383018358,1.0502679611166934,1.0502680161820976,1.050268027621331,1.0502680229577057,1.0502680307067693,1.029609438597304,1.0502680304042746,1.0487497743018392,1.0490675955852375,1.049972456320927,1.0501218946884854,1.0501582283090347,1.0502165838704023,1.0502561464919362
"AUT Prompt:sock
Response:draw eyes put them in your hand and you made a puppet.
Score:
",27,sock,draw eyes put them in your hand and you made a puppet.,2.7,uses,0.27122661224040506,0.9808573398738969,0.9880852849864958,0.9930529741700748,0.9964672136863144,0.9982947244070828,0.9991579793463494,0.9997512852109707,0.9998681140042673,0.9999168154909975,0.9999428835183558,0.48245811024303686,0.9999689515457141,0.6276352541632023,0.727413958682896,0.8271926632025898,0.8806003551195752,0.9340080470365607,0.966401449648699,0.973629394761298,3.5,3.4988062377299545,3.5017410112128373,3.5007318136520285,3.498673499772091,3.499957370823986,3.4992662217105908,3.499622729253024,3.4997396175383346,3.499690924682126,3.4996674701748485,3.54378234991142,3.4996883339129186,3.5105243218325164,3.467929985850284,3.507985365081301,3.4771764678115336,3.4899177826179044,3.507015541151852,3.50176686074769
"AUT Prompt:ball
Response:popping it
Score:
",21,ball,popping it,2.1,uses,0.43915524287583485,0.9999977173825807,0.9999991616577142,0.9999995268276551,0.9999997778050405,0.9999999992918057,1.0000000711980306,1.0000000872424781,1.000000093930799,1.000000097090138,1.0000000995506337,0.8783104857516697,,0.9762992752234557,0.9933271769894835,0.99885532731176,0.9994379900689894,0.999838447935184,0.999953180920056,0.9999821899615765,1.0,1.141341215882812,1.1413423115957475,1.1413421869477367,1.1413421263762922,1.1413423608550002,1.141342429788447,1.141342419498463,1.1413424285855995,1.141342432562125,1.1413424354129966,1.1,,1.1401470294851377,1.1394588174940565,1.1409007788899206,1.1411684293301398,1.1412320449592508,1.1413076309119354,1.1413325411981767
"AUT Prompt:tire
Response:stack
Score:
",25,tire,stack,2.5,uses,0.7396968047901378,0.9997281063714881,0.9999213584722231,0.9999767261260869,0.9999947013715257,0.9999971340564584,0.9999984361788706,0.9999997383012829,0.9999998326266197,0.9999998719472701,0.9999998973345902,0.9047454713042431,0.9999999227219102,0.9372454807177539,0.9625565134988242,0.9779084293743432,0.9898645134798437,0.9948485508475088,0.996682075729103,0.9983001557579216,1.5,1.447589020991069,1.447676457239278,1.4477181125982688,1.4477298375874164,1.447732397436522,1.4477336374074488,1.4477347471628712,1.4477346860650626,1.44773473137289,1.4477347174673716,1.445272342858093,1.4477347568752301,1.443702474985342,1.447812417335497,1.4407823331758318,1.4451211457893207,1.447901003026442,1.448364771558888,1.4478001296760312
"AUT Prompt:paperclip
Response:art object
Score:
",25,paperclip,art object,2.5,uses,0.45641378394190374,0.9813906386989493,0.9871360395282613,0.9922063379642362,0.9961550903565791,0.9982687052029724,0.9994000417049917,0.9996860885405096,0.9998053306020861,0.9999245726636626,0.9999547217783146,0.6720084026216998,0.9999813282786106,0.8622699858205268,0.89973471289521,0.9224582185237713,0.9401552989620059,0.9539377990653807,0.9646716209385706,0.9730311298187599,3.0,3.1634209157176705,3.1595596251490785,3.1638543805392527,3.1659796583378452,3.166263416991582,3.16562239793348,3.165403325299939,3.165490937177209,3.1656143034757713,3.1655851897412077,3.1604106569491535,3.165620694512187,3.1691461240424306,3.1537749723132458,3.1598403915270143,3.16812576736376,3.1613622829485237,3.1584541262984813,3.1579519349780796
"AUT Prompt:box
Response:pretend, e.g., child pretends to drive a car in a box
Score:
",18,box,"pretend, e.g., child pretends to drive a car in a box",1.8,uses,0.30199162312157585,0.9806465051970631,0.9861776747135805,0.9895324986094163,0.992887322505252,0.9955000619823956,0.9972957698133103,0.9982569429520883,0.9990055053452359,0.99966610933858,0.9998135100134096,0.5095472279777188,0.9998831371620505,0.6354360659181698,0.721958114554096,0.8084801631900221,0.8679458395965253,0.9204241148353621,0.9564918707764565,0.9715271483633325,3.5,3.481712143229172,3.4795712363471267,3.477606309034715,3.4770062027828823,3.478116371063912,3.476715312618488,3.477700583757124,3.4769679853031183,3.4773797002077704,3.4772503497253084,3.377799979986221,3.4773146056614976,3.4614437527411885,3.4780488301306747,3.4696961889849742,3.506028956980745,3.477177554181496,3.4855798269446256,3.4749698475699473
"AUT Prompt:brick
Response:anchoring a boat
Score:
",14,brick,anchoring a boat,1.4,uses,0.3646239246474397,0.9723293239625881,0.9809044576129805,0.9854943959004309,0.9895450022221602,0.9931196497546759,0.9955764666792306,0.997066601469274,0.9983816408059207,0.9992854532431864,0.9994871209965573,0.5166217902990757,0.9996887887499283,0.6349978589313583,0.7271892338790943,0.8085478367154864,0.8803465517172127,0.923894673693729,0.9503079448453917,0.9613186344039899,3.5,3.5190899856347277,3.515426272405098,3.5172174238149676,3.5212403488027557,3.5190042483686383,3.5184638043525838,3.5193329211352804,3.5182537195784156,3.517332751127349,3.517147659762861,3.4117355083511027,3.5173257580370607,3.484115632889249,3.549518263871944,3.534473270249105,3.5398174554284556,3.5143729571935367,3.519532355724638,3.511291022297077
"AUT Prompt:brick
Response:Build a Fort
Score:
",18,brick,Build a Fort,1.8,uses,0.3783399306671658,0.9702485764518904,0.9763638730967754,0.9824791697416604,0.9878759000891574,0.9920788779098132,0.9957879928181738,0.9971524999379021,0.998356673244617,0.9991842886481284,0.9996272792512763,0.5570550594806895,0.9997392848163215,0.6962385417473687,0.8046347467272634,0.9002940618739455,0.9277009145278304,0.942370748564525,0.952453168219588,0.9613508723357392,3.0,2.935852379219827,2.931243487279263,2.93540606352967,2.936305234257373,2.9408116153606407,2.9440119235281825,2.9444990589111,2.945410310461611,2.9446272355629506,2.944341565279821,2.8395893495876967,2.9442133592309334,2.8316751316783293,2.881293940818971,2.9470335701298285,2.9397355147424875,2.9391169541520585,2.9439957413042173,2.9389608333576414
"AUT Prompt:rope
Response:hang decor
Score:
",17,rope,hang decor,1.7,uses,0.43148646770710725,0.9962892719033927,0.9982874509297268,0.9991204158743238,0.9996929037503539,0.9998376513535325,0.9999254452127803,0.9999724378792963,0.9999859015036705,0.9999908544942814,0.9999947118872476,0.7675284431191778,0.9999985692802139,0.8911513772439178,0.9366297131657012,0.9533602613161233,0.9700908094665454,0.9848554663878353,0.9896488486870316,0.9933819385752063,2.0,1.936747127973917,1.937474217420411,1.9370261261046668,1.9366040579676125,1.9367000985322356,1.9367758966133835,1.9368117635377196,1.936826078106588,1.9368229238841554,1.9368193101708886,1.9124353036230368,1.9368230255426226,1.9523270576219538,1.930364182022465,1.9298313200709152,1.9396646619192541,1.9345725114741563,1.936826818027454,1.9374400163673764
"AUT Prompt:box
Response:Pail
Score:
",13,box,Pail,1.3,uses,0.33361414777477194,0.9368782484471464,0.9498138753356934,0.9587043930106319,0.9665502473211388,0.9734741894482911,0.9795845469291781,0.9849769184797453,0.9891765016659391,0.9928826208199014,0.9957689493191633,0.5121849330868419,0.9980168242145897,0.6512560005215576,0.7092294465712393,0.767202892620921,0.8183642791919202,0.8582088071164333,0.8980533350409464,0.9222202628489398,2.5,2.3189522635917537,2.3227798857716913,2.3160772072438878,2.3143232267420406,2.318488917139599,2.3158785075598147,2.3207187342632367,2.3180834513229556,2.3139099967697327,2.311260944023872,2.325677432333027,2.313938390552135,2.2988399142863436,2.356153759048185,2.359466986499163,2.3244909892595733,2.286211896837482,2.3090074743660796,2.319253495323448
"AUT Prompt:book
Response:place mat
Score:
",30,book,place mat,3.0,uses,0.5234418521541838,0.9922835482999415,0.9962800762791291,0.9984192635543852,0.9992062265737675,0.999534281665856,0.9997098769030802,0.9998648391560392,0.9999218465830604,0.999952360459884,0.9999828743367076,0.7160053539873147,0.9999955944130285,0.8659739600059289,0.8994364790840991,0.9328989981622693,0.9531950419343984,0.9671442952208551,0.9780079846036089,0.9864686344019421,1.5,1.6646823051086066,1.6664285603925288,1.6680002915743901,1.6684980470782733,1.6682786407083088,1.6681788247266625,1.6681217631940062,1.6681748913267287,1.6682094293440557,1.6682409138136287,1.580682428180506,1.6682578539654773,1.6532994751462708,1.6513165283285536,1.670997470397149,1.6609686884006092,1.657204701628084,1.6576800707823995,1.6597583771661701
"AUT Prompt:brick
Response:Use several to hold a tarp in place
Score:
",17,brick,Use several to hold a tarp in place,1.7,uses,0.29700336805239,0.9839770635903534,0.9901411724569503,0.9955809794389163,0.9975821725915225,0.998527469302388,0.9993616907217502,0.9996685835392506,0.9998547234423102,0.9999543569527263,0.9999716706607311,0.5283098236664361,0.999983570186619,0.7324370542936529,0.7909204908864802,0.8364674371016809,0.8820143833168816,0.9275613295320824,0.9519408530279083,0.9709276450173653,2.8,2.9625687108422465,2.966537029674594,2.9634414983685393,2.9641166493359696,2.964907972365472,2.9642694621841112,2.9644953274572523,2.964688104202559,2.964621875970547,2.9646380712930633,2.88756469982284,2.9646265923687647,2.974639148338899,2.9395426641079254,2.926499195403186,2.925130785260898,2.953359147495129,2.964797769047301,2.967441690712095
"AUT Prompt:lightbulb
Response:what if you make the light bulb look cool by putting glow-in-the-dark neon splotches of paint and connect the wire and hang it to make a disco ball
Score:
",36,lightbulb,what if you make the light bulb look cool by putting glow-in-the-dark neon splotches of paint and connect the wire and hang it to make a disco ball,3.6,uses,0.5414831122543455,0.9998684961805568,0.9999786709103239,0.9999902832414076,0.9999973264762406,0.9999984065912849,0.9999988568502237,0.9999992075122379,0.9999994806080892,0.999999721614332,0.999999782550253,0.7406836169942476,0.9999998271319251,0.8958211260739023,0.9350460311637574,0.9742709362536125,0.9887009724180712,0.9947163064376214,0.9988505810176049,0.9995690102146756,5.0,4.845951442879659,4.845869256128052,4.845857111029969,4.845850449118407,4.845849211466126,4.845848650510741,4.845848774698264,4.845848407152356,4.845848468404493,4.845848368113179,4.946211715726001,4.84584830365483,4.868937166058616,4.861850301793174,4.851308005134831,4.852018662114469,4.849285175975666,4.846597763814918,4.846204902703214
"AUT Prompt:spoon
Response:make it a fork
Score:
",24,spoon,make it a fork,2.4,uses,0.6254053997008914,0.9994289202481983,0.9996666547608448,0.9998300471425854,0.9999423449747918,0.9999707383132966,0.9999841503767269,0.9999904857868946,0.9999960767667443,0.9999970483333606,0.9999980198999768,0.8861131577380497,0.9999986876472958,0.9608071959331674,0.9755153241219341,0.9844362548154048,0.9913838826252054,0.9961589127319114,0.9984144772426506,0.9989847732618575,1.5,1.3924755552258377,1.3926675956719348,1.3928485561055992,1.3929055113971076,1.392925588757775,1.392939095917741,1.3929448425752897,1.3929538276235425,1.392955194666666,1.3929563673934253,1.4117355083511034,1.392955971447881,1.3797268099179134,1.389078849159321,1.3891778162882396,1.3920568621134357,1.3930536255125285,1.3923915744580657,1.3923388303637292
"AUT Prompt:rope
Response:strap down
Score:
",10,rope,strap down,1.0,uses,0.41936320367397373,0.9988556670593759,0.9991931424388564,0.9993978316034094,0.9995784691571202,0.9997378812387604,0.9998972933204006,0.999993981635444,0.9999977306482664,0.9999986785471531,0.9999995150649845,0.7075870663009156,0.9999998637774973,0.8437343787077038,0.9263118979198952,0.9531208932804647,0.9674707115643582,0.9801343817525459,0.9899968580116645,0.9976777622452893,1.8,1.7178414801648332,1.7175990307167375,1.7177592762122587,1.7176837813751613,1.7177925793418973,1.717885399772049,1.7178256571143027,1.717828964404731,1.7178298954047926,1.7178308006598209,1.6777999727438335,1.7178312477683249,1.7297910600757365,1.7182206335476495,1.7233336493531213,1.7229875576067613,1.7188144483060686,1.713645951923582,1.717390286024508
"AUT Prompt:shovel
Response:use it to pick up carry a dead animal away without touching it
Score:
",25,shovel,use it to pick up carry a dead animal away without touching it,2.5,uses,0.2769752851667933,0.958221939105291,0.9676995121825357,0.9750806535167104,0.9808290921677263,0.9859020714719454,0.9903789599947946,0.9943298002494255,0.9967261059954861,0.9988408383940302,0.9991651431108948,0.5539505703335866,0.9994177118783427,0.7219445727698965,0.8374050726376545,0.8855361698056182,0.9032426073934492,0.9209490449812802,0.9365749213083485,0.9487443660280462,4.0,4.126210986318426,4.123995493671465,4.123813853178924,4.119571728263401,4.122043781776833,4.122848211377132,4.118386719916011,4.120506274080552,4.121733170408625,4.121466455796925,4.25,4.121132500184575,4.238365173119056,4.177923860226695,4.141077009356431,4.13047017325508,4.122193826916811,4.126828763006524,4.135463460032215
"AUT Prompt:paperclip
Response:Hold Paper together 
Score:
",10,paperclip,Hold Paper together ,1.0,uses,0.9999980183344636,1.0000000052649782,1.0000000056231524,1.0000000058148693,1.0000000059174878,1.0000000059552392,1.0000000059811853,1.0000000060040826,1.0000000060179706,1.0000000060287866,,0.9999988498615197,,0.999999497455442,0.999999942539802,0.9999999676497433,0.9999999849075368,1.000000000137486,1.0000000045009396,1.000000004906804,1.0,1.0000006245278592,1.0000006248143982,1.0000006247760547,1.0000006248684112,1.0000006248495354,1.000000624878076,1.0000006249124227,1.000000624929088,1.0000006249507198,,1.0000004157640061,,1.0000005452825864,1.0000005897907822,1.000000599834744,1.0000006170925275,1.0000006216615032,1.0000006242795723,1.000000624563677
"AUT Prompt:brick
Response:To hold up a painting
Score:
",14,brick,To hold up a painting,1.4,uses,0.3879184468432101,0.9853042893280918,0.9901874626478941,0.9939904818532296,0.9962971296007415,0.9980935486727737,0.9987544143171025,0.9994152799614314,0.9996907697486626,0.9999338886325877,0.9999761363597747,0.6900296219069861,0.9999855631019078,0.8159682965115193,0.8833784113861299,0.9428676289658456,0.9532053069649897,0.9635429849641338,0.9726659537782955,0.9797709290347005,2.5,2.278333270879024,2.2774538088546707,2.279070475522415,2.277498277494109,2.2787986725077944,2.2784156873092707,2.2788267113605807,2.278584528686646,2.278322287082662,2.2783612268004747,2.3686529539577506,2.278349175844858,2.311754095743558,2.2727024255453983,2.280734128905928,2.2722669309490997,2.2779288833710267,2.2781358959717224,2.2804699481744133
"AUT Prompt:brick
Response:use as a name plate
Score:
",25,brick,use as a name plate,2.5,uses,0.4076264327524835,0.9861214462792558,0.9935873857936253,0.9966996524183829,0.9983655286978826,0.998906359542336,0.9992780667833683,0.9996060972722475,0.9997267729451835,0.9998474486181196,0.9999206421136367,0.6001755121194552,0.9999511537020054,0.7169624322549647,0.7972288303671179,0.8680636780827151,0.9059788398598908,0.9394388526892422,0.9573487105365158,0.9752585683837894,2.8,2.8029722568388755,2.8074583977486465,2.805561565044176,2.806887167848233,2.8071541504606428,2.807523465072631,2.8073569162982497,2.8075008786393543,2.8076085980041574,2.8075494816165083,2.7037536143284124,2.807518738179761,2.752009563911497,2.7971140274278983,2.8055096237225303,2.8010940521037635,2.7939316811372694,2.786562098525357,2.7996638254032282
"AUT Prompt:knife
Response:thumbtack
Score:
",20,knife,thumbtack,2.0,uses,0.21552079016675282,0.959361646920887,0.9749739190351692,0.9844432407402579,0.9927998878145757,0.9951941072870355,0.9966462748031634,0.9979278081381802,0.9983992579053087,0.9988153108645239,0.9992313638237391,0.4057172199314967,0.9995985292715577,0.5735649800815317,0.7216901085196996,0.7916594578174218,0.8534071918485212,0.8908590857061642,0.9165993708249397,0.9393150927139035,1.8,1.8992293620072598,1.89123519468142,1.8893957106920618,1.8928518705638169,1.8945531143804881,1.8957266940474506,1.8968879567922035,1.897361631963163,1.8970294938161658,1.8974887409531542,1.6593628120121269,1.8971590817491493,1.8175746000551811,1.8550169669079517,1.9120225931123567,1.9111527060420852,1.8980717841463741,1.9121671193565686,1.8949445809908452
"AUT Prompt:brick
Response:paint the brick
Score:
",22,brick,paint the brick,2.2,uses,0.8549346206886056,0.9992558194760647,0.999624076289718,0.9999108746977642,0.9999748680724818,0.999989146924431,0.9999943998205066,0.9999996527165823,0.9999998113402991,0.9999998567868004,0.9999998944632732,0.8974993125040582,0.9999999277126438,0.9306487278211257,0.9599029841609281,0.9755616623313669,0.9912203405018056,0.9957066269101262,0.9981079629817893,0.9988875626624113,1.5,1.5054504646794682,1.5053747776934492,1.5055740128582897,1.5056120531392523,1.505626252011627,1.505630950090288,1.505635122829802,1.5056352964220594,1.5056353507017641,1.5056353994688636,1.4857722369624902,1.5056354491555497,1.489840993996667,1.4992934816099346,1.5073302900783754,1.5056347533731598,1.5065104914074618,1.5052918838431473,1.505599940858568
"AUT Prompt:paperclip
Response:sculpture
Score:
",25,paperclip,sculpture,2.5,uses,0.3516666743119282,0.9884498900720439,0.9908194012479512,0.9931889124238585,0.9952799986972363,0.9969085383244127,0.9983457195011323,0.9993334787155718,0.999745238016659,0.9998371138987029,0.9999086669075841,0.49826315441922286,0.9999643924469318,0.6448596345265175,0.7337748854260193,0.8226901363255211,0.883800634989758,0.9313935392033498,0.9733941297568498,0.9827657282533809,3.5,3.5840621167251743,3.58290449850134,3.5850924690001964,3.5834429873594447,3.5829799577842985,3.5819967653688547,3.5825087690983546,3.5821452953050827,3.582220448668899,3.582271812646741,3.647107486081494,3.582211500318686,3.6818646691569477,3.6234746658893653,3.620937555359929,3.5780027551967257,3.584236643388832,3.576287090800244,3.582234781886818
"AUT Prompt:pants
Response:to cover lower body
Score:
",10,pants,to cover lower body,1.0,uses,0.9999803763825457,0.9999999020854644,0.9999999023644056,0.9999999025816453,0.9999999026149601,0.9999999026245049,0.9999999026340497,0.9999999026414832,,,,0.9999933834200564,,0.9999981684417472,0.9999997219108454,0.9999998212208023,0.999999889475471,0.999999898712736,0.9999999010482823,0.9999999018065232,1.0,1.000003924870222,1.0000039248144328,1.0000039249664998,1.0000039249964827,1.0000039249917103,1.0000039249917103,1.000003924990967,,,,1.0000026014247145,,1.0000030799153121,1.0000038566452927,1.0000038963688995,1.0000039168450363,1.0000039223873598,1.0000039247228973,1.0000039246470702
"AUT Prompt:brick
Response:make an outfit with pieces on it
Score:
",26,brick,make an outfit with pieces on it,2.6,uses,0.2775567672638469,0.9678096751236865,0.9785717199788803,0.9859683580257225,0.9917288655286989,0.9956880005758896,0.9973384136078415,0.9983394397129096,0.9992228421500385,0.9996401319139482,0.9998372455820862,0.5224997546655853,0.9999303554860026,0.6382026408129182,0.7403100794580376,0.8304195777932022,0.872984290891006,0.9155490039888099,0.9383322531260414,0.9539909359940842,3.2,3.320608365937451,3.328080115928532,3.3278694616492683,3.3242224499806183,3.3209451101045606,3.3219033402533835,3.321179494174402,3.3219564501684973,3.321571588679704,3.321725052536163,3.3406371879878733,3.321834769244475,3.278881401880336,3.295586712491992,3.3286188439077757,3.3028446007011056,3.3259578112927697,3.320471425109159,3.326700957664815
"AUT Prompt:knife
Response:used as a fashion statement
Score:
",18,knife,used as a fashion statement,1.8,uses,0.3756544027065215,0.9656857051406544,0.9770294817703318,0.9858640238925116,0.991935909976113,0.99480406587406,0.9973352045701279,0.9982663584591648,0.9989063305440044,0.9994047413048213,0.9997070427123874,0.6035003154040632,0.9999424752853235,0.6984806227466536,0.7637595696794873,0.8213680381516973,0.872207333141065,0.9170728534987665,0.9382658246870658,0.9528315222007999,3.5,3.372584564721545,3.367097633322995,3.3593273826799215,3.3552914760057413,3.3551320631339485,3.3572762548944217,3.3577824918537713,3.3572970012463563,3.3578668759402195,3.357577226580471,3.3867377993605565,3.3577520271395755,3.3341486882985794,3.3397770358213723,3.372055793808757,3.3853422250268257,3.356705804907125,3.37123613840483,3.3762618694494764
"AUT Prompt:ball
Response:put a face on it
Score:
",24,ball,put a face on it,2.4,uses,0.3510053196265219,0.9671434205342059,0.9777428616942972,0.9834163337111508,0.9884231551929243,0.9934299766746979,0.9968711113999412,0.997988284279004,0.9989741858844283,0.9993368788160819,0.9996569542048555,0.5388849284275788,0.9998510897415661,0.704688101253317,0.8186428329304999,0.8605644359387435,0.9024860389469872,0.9279127764757884,0.941522728328032,0.9551326801802755,2.5,2.336216870547112,2.333656108491487,2.331154283260275,2.3269441015195578,2.3298322654064307,2.3273129315393213,2.3282898391244617,2.3276697710888534,2.3273330885586527,2.3275804850890642,2.3954064593998163,2.3273615490445843,2.3023728954618408,2.315962546594853,2.290827906883793,2.314479586166721,2.3223034385865855,2.3320997157169816,2.3316423179182832
"AUT Prompt:sock
Response:rainbow socks
Score:
",21,sock,rainbow socks,2.1,uses,0.4051738519131245,0.9817879035063317,0.9862889786046639,0.9897944194159083,0.9919205767437359,0.9940467340715635,0.9961728913993911,0.9974624710060913,0.9981527332285626,0.9987618875018647,0.9992994642612499,0.720723577685112,0.9996689350045026,0.7911322385314087,0.8459665587335136,0.894357676467203,0.9320447168519008,0.9522171359248671,0.964452326573193,0.9766875172215189,1.5,1.7408724790886945,1.7415986809801993,1.7414513557264484,1.7441490237506705,1.7453379282416013,1.7460948925891375,1.7474574446383824,1.7481161656130129,1.748635737579632,1.748286801639706,1.7189117544797825,1.748121117929837,1.7261283922293102,1.6920255161414997,1.7357426881443807,1.7545148390341907,1.751241491004214,1.7417111258299935,1.7374304314446718
"AUT Prompt:bottle
Response:projectile
Score:
",38,bottle,projectile,3.8,uses,0.44735712767920227,0.9770522272669181,0.9826836227611944,0.987653311842122,0.9926230009230497,0.9952830837998022,0.9968965056219292,0.9978750954240987,0.9983988967995421,0.9989226981749855,0.9993306350963547,0.6119306112309493,0.9996110057688347,0.7401005819108353,0.8178395987826554,0.864990695971332,0.9066013931938044,0.9318395568312532,0.9491854761156439,0.9665313954000345,2.5,2.6249701013838758,2.6299845732996463,2.6258082441952846,2.624177045167912,2.6254487722927036,2.6267023405879986,2.6261858174864177,2.625804830356678,2.626158355567209,2.625698646281403,2.634470706752759,2.6259719181083074,2.6631369248056957,2.619113855654943,2.6071698442898605,2.611430512243129,2.627371467888466,2.626871267153588,2.6317729899292264
"AUT Prompt:knife
Response:use it to scrub nasty sticky things in the carpet
Score:
",23,knife,use it to scrub nasty sticky things in the carpet,2.3,uses,0.2760218637270736,0.9586173349172066,0.9741894213301171,0.9815451541079688,0.9889008868858206,0.9928381269202974,0.9959044525422881,0.9980119052675643,0.998890422267,0.9993606585310961,0.9997268789018028,0.44343758682856615,0.9998318028261953,0.6108533099300587,0.7412367931416176,0.8203183732295555,0.86828377617141,0.8973762636611152,0.9230502937592612,0.943045248504296,3.2,3.221757224612883,3.213417112915572,3.2140659680170027,3.2176804868573967,3.2207828855499727,3.21887153505566,3.2171423642520898,3.217742932670633,3.21820512106056,3.217832131732415,3.1244918662403713,3.2179247078181628,3.22740686190612,3.2577659788999176,3.2136357264232043,3.2349791150399567,3.230603159964378,3.221407652919037,3.2336752803887223
"AUT Prompt:spoon
Response:it could make magical ice cream
Score:
",39,spoon,it could make magical ice cream,3.9,uses,0.3691219137285276,0.953953651209718,0.9637904170176513,0.9714512979317599,0.97821200160953,0.9834772429278912,0.9881238020827053,0.9922243761445049,0.9958431200528617,0.9986614006424249,0.9991511443742231,0.5930056715766812,0.999413285382356,0.767366517505792,0.8315102880683732,0.8618096598488303,0.8885487615953428,0.9121459360645344,0.9329703694433443,0.9441168854017846,4.5,4.25367231403409,4.257207049677334,4.248869897494433,4.247841014939482,4.250261738131329,4.25049562762528,4.249047131383937,4.244508282234981,4.242125030716481,4.242447494584263,4.311229665600928,4.24206914796236,4.285956086230241,4.248468810190574,4.267859459132111,4.244752261089437,4.2642904862329125,4.267319600362228,4.259441032898992
"AUT Prompt:pencil
Response:you can stick all the pencils together and use it for a cutting board like the people in karate do
Score:
",39,pencil,you can stick all the pencils together and use it for a cutting board like the people in karate do,3.9,uses,0.23220334596070705,0.9534021471279753,0.9636044511468144,0.9726079528426662,0.9816114545385181,0.9886233887096322,0.994084288532941,0.9963607302625475,0.9977414619666031,0.9989599534187324,0.9992680362125556,0.4371220795408103,0.9995761190063787,0.6420408131209134,0.782879261733942,0.8143045704705542,0.8457298792071664,0.8734626168299913,0.9011953544528162,0.9289280920756411,4.0,4.092786078698359,4.098156280778215,4.1046532985105575,4.106445050583139,4.101434501321642,4.096482563577754,4.09786145400879,4.099109884929406,4.097769234590867,4.097523275583161,4.234395313313121,4.097770609694627,4.223417437917702,4.147245468641169,4.122267236394887,4.102861029341978,4.090070053506343,4.084220974394026,4.0846920502295045
"AUT Prompt:paperclip
Response:hold sweater in place
Score:
",28,paperclip,hold sweater in place,2.8,uses,0.3162586144322272,0.9806131877994011,0.9880508775183918,0.9938433560957839,0.9959742898778324,0.998105223659881,0.9991118055046266,0.999722328254975,0.9998585541578084,0.9999314706291604,0.9999705000037789,0.5336197694567848,0.9999913909225913,0.7254403155081669,0.8572765202611118,0.900077469421316,0.9260375573517815,0.9417831466104447,0.9575287358691079,0.9697914131136756,2.2,2.2637827516178115,2.269324728841686,2.2671721707279797,2.2655307698285125,2.266885348368123,2.2662134769314175,2.265867694708244,2.265994965726855,2.2659318161021416,2.265964370222094,2.322200020013779,2.2659421010552623,2.2370040604626262,2.262070378681867,2.2400977691473627,2.250187093802859,2.2510199113825573,2.2600473323494157,2.2656103817777087
"AUT Prompt:brick
Response:Use it for defense
Score:
",10,brick,Use it for defense,1.0,uses,0.5862636358772704,0.9836200454934942,0.9886922202869951,0.9931683988316273,0.9950343476601843,0.9966810417217672,0.9981342441306186,0.9988206883429226,0.9992924740905272,0.999708823551472,0.9999054930324062,0.8019379961903735,0.9999442195493584,0.8564690142773858,0.8989378138652319,0.936416397957992,0.9541200275275034,0.9662875423263153,0.9728003436790533,0.9785478706999934,2.5,2.361239376161718,2.362977281105245,2.3658483223406632,2.365349787423942,2.3662331245129593,2.365117551303412,2.3646604461403706,2.364110586901425,2.3637090630639928,2.3638735515137745,2.4193175676906433,2.3639175521883193,2.3798858814038524,2.380836138983821,2.365593775339194,2.373654152086566,2.362653079053,2.362233622932677,2.3636301500907075
